ScenarioId,Iterations,TabuSize,Repeat,Seed,GreedyOjective,Objective,TotalCost,TotalPenalty,TotalVehicleOperationTime,RoutesCount,DurationMs
6,2000,10,5,27046,1705.8438435154292,1399.7270579924893,87.93092351641734,333.2010301793963,978.5951042966758,2,95251.1189
3,2000,30,5,26044,1718.054435170112,1448.5361471382996,96.004875600827,446.52639593664566,906.004875600827,2,110597.4838
4,500,10,5,10044,1657.5272106258317,1502.5091723595351,89.49471185395903,467.7522458442802,945.2622146612958,2,15818.2308
2,2000,10,5,23043,1600.2822102074595,1524.7578137412315,93.14809368197419,427.8284271247462,1003.7812929345112,2,77286.5678
1,2000,10,5,22044,1599.2822102074592,1437.7659803458755,91.68522398640124,394.3135260954402,951.7672302640342,2,92722.3556
9,500,50,5,19044,1594.7742837964902,1416.500104420834,90.35709325752595,412.8284271247462,913.314584038562,2,22531.5959
7,2000,10,5,28043,1618.7742837964904,1369.0256978146926,95.21299187659949,359.5432037668651,914.2695021712282,2,97071.1979
5,2000,50,5,30045,1551.2822102074592,1442.1001917936503,97.47945270035991,370,974.6207390932904,2,101635.7346
8,2000,10,5,29042,1547.2822102074595,1418.1421275171367,95.60819138818708,346.83271942909647,975.7012166998531,2,104405.1371
3,2000,50,5,28045,1718.054435170112,1448.5361471382996,96.004875600827,446.52639593664566,906.004875600827,2,112447.653
4,2000,50,5,29046,1657.5272106258317,1492.5626748932193,94.6920512699858,457.53915582734464,940.3314677958889,2,108067.9403
6,500,50,5,16046,1705.8438435154292,1399.7270579924893,87.93092351641734,333.2010301793963,978.5951042966758,2,25430.0467
8,2000,10,5,29044,1547.2822102074595,1418.1421275171367,95.60819138818708,346.83271942909647,975.7012166998531,2,101722.5
7,2000,50,5,32043,1618.7742837964904,1369.0256978146926,95.21299187659949,359.5432037668651,914.2695021712282,2,103120.3308
5,2000,50,5,30043,1551.2822102074592,1442.1001917936503,97.47945270035991,370,974.6207390932904,2,108746.1538
9,2000,10,5,30043,1594.7742837964902,1416.500104420834,90.35709325752595,412.8284271247462,913.314584038562,2,101559.6866
