ScenarioId;Filename;Iterations;TabuSize;MutationType;UseRL;Repeat;Seed;GreedyObjective;GreedyTotalCost;GreedyTotalPenalty;GreedyTotalVehicleOperationTime;Objective;TotalCost;TotalPenalty;TotalVehicleOperationTime;RoutesCount;DurationMs;GTR
0;pliki//100 lokacji//C101.txt;200;50;swap;False;1;7042;30923.049892786683;3034.5176747129867;14588.640695406139;13299.891522667556;24922.76218870283;2266.938883377752;10577.984637241318;12077.838668083758;30;300060.95;0,32,31,37,0,0,96,94,93,73,79,0,0,82,83,84,0,0,17,18,30,28,0,0,98,100,16,0,0,41,45,48,60,58,59,0,0,46,47,64,89,91,0,0,55,53,56,68,0,0,13,19,15,0,0,85,88,99,0,0,5,0,0,10,8,74,0,0,67,62,0,0,43,35,38,39,36,0,0,75,92,97,0,0,33,34,29,0,0,49,52,51,50,0,0,4,14,12,2,1,0,0,3,7,0,0,87,86,0,0,81,76,71,0,0,24,25,27,0,0,95,9,11,6,0,0,57,44,40,0,0,23,26,22,21,0,0,42,54,72,61,0,0,66,69,0,0,65,63,0,0,90,78,70,77,80,0,0,20,0
0;pliki//100 lokacji//C101.txt;200;50;invert;False;1;7042;30923.049892786683;3034.5176747129867;14588.640695406139;13299.891522667556;29245.73927467742;2673.8976478580744;14216.331005651871;12355.510621167477;24;300157.1755;0,63,67,40,84,61,0,0,43,31,27,29,97,91,0,0,20,7,8,92,89,14,0,0,90,86,83,74,0,0,98,95,94,11,64,0,0,5,18,19,15,59,0,0,32,25,23,10,0,0,13,16,30,0,0,65,54,37,51,45,0,0,24,41,44,46,6,0,0,42,58,56,55,0,0,57,76,73,77,0,0,3,4,1,85,79,66,69,0,0,81,78,71,72,0,0,21,22,49,47,0,0,75,2,0,0,87,88,99,9,0,0,62,80,68,0,0,50,52,34,33,0,0,17,12,28,26,0,0,48,35,38,39,36,0,0,96,93,100,0,0,82,70,0,0,53,60,0
0;pliki//100 lokacji//C101.txt;200;50;insert;False;1;7042;30923.049892786683;3034.5176747129867;14588.640695406139;13299.891522667556;27401.61412138607;2679.0088024166375;12182.73786413588;12539.867454833551;24;300062.1397;0,67,63,0,0,43,31,27,0,0,20,7,8,92,89,0,0,90,86,83,74,0,0,98,94,95,11,0,0,5,18,19,15,0,0,32,25,23,0,0,13,16,30,0,0,65,54,37,0,0,24,41,40,0,0,42,44,56,58,0,0,57,76,77,0,0,3,4,1,91,85,79,66,69,0,0,81,78,72,84,0,0,10,21,46,45,59,47,0,0,61,64,22,2,75,0,0,87,62,68,9,14,99,0,0,26,29,34,52,49,51,50,0,0,17,12,38,48,0,0,88,71,73,80,0,0,33,36,39,35,0,0,96,93,28,60,0,0,100,97,6,0,0,55,53,70,82,0
0;pliki//100 lokacji//C101.txt;200;50;2opt;False;1;7042;30923.049892786683;3034.5176747129867;14588.640695406139;13299.891522667556;29100.383230516665;2692.2514147819425;14120.545519118095;12287.586296616628;24;300041.465;0,63,67,40,84,61,0,0,43,31,27,29,97,91,0,0,20,7,8,92,89,14,0,0,90,86,83,74,0,0,98,94,95,11,5,0,0,64,18,19,15,59,0,0,32,25,23,10,0,0,13,16,30,0,0,65,54,37,51,45,0,0,24,41,44,46,6,0,0,42,58,56,55,0,0,57,76,73,77,0,0,3,4,1,75,0,0,2,85,79,66,69,0,0,21,22,49,47,0,0,81,78,71,72,0,0,87,88,99,9,0,0,62,80,0,0,33,34,28,26,0,0,17,12,52,50,68,0,0,48,35,38,39,36,0,0,96,93,100,0,0,70,82,0,0,60,53,0
0;pliki//100 lokacji//C101.txt;200;50;oropt;False;1;7042;30923.049892786683;3034.5176747129867;14588.640695406139;13299.891522667556;26346.177966431605;2436.7474820518146;11998.326405790176;11911.104078589617;30;300122.0635;0,63,65,0,0,43,0,0,96,93,100,0,0,90,83,81,0,0,57,53,61,0,0,87,82,89,0,0,13,19,15,9,0,0,44,58,69,64,0,0,11,6,4,88,91,0,0,94,95,99,84,0,0,32,35,38,36,0,0,34,0,0,78,79,77,73,85,0,0,3,7,1,92,97,0,0,24,25,27,0,0,17,18,16,0,0,42,54,48,0,0,67,62,72,0,0,20,0,0,41,31,40,0,0,55,56,60,0,0,33,39,37,0,0,5,10,30,29,28,0,0,45,46,51,59,52,50,0,0,23,26,22,0,0,70,74,0,0,98,75,8,0,0,49,21,0,0,86,76,71,80,47,68,66,0,0,14,12,2,0
0;pliki//100 lokacji//C101.txt;200;50;rand;False;1;7042;30923.049892786683;3034.5176747129867;14588.640695406139;13299.891522667556;25028.624551522873;2281.603301303398;10931.53399911601;11815.487251103466;27;300045.8842;0,42,60,56,0,0,96,95,0,0,55,54,68,0,0,25,30,27,28,26,0,0,99,2,1,0,0,4,3,5,88,89,91,0,0,17,18,23,21,0,0,67,62,61,53,58,59,0,0,90,70,80,0,0,20,19,16,0,0,41,44,40,46,45,48,0,0,81,78,82,0,0,33,38,39,0,0,65,76,71,73,77,79,0,0,7,72,74,0,0,98,94,93,100,0,0,92,97,14,12,0,0,57,31,0,0,8,75,84,85,0,0,9,6,0,0,87,86,83,0,0,47,49,52,51,50,69,0,0,24,35,37,11,64,22,66,0,0,13,15,10,0,0,63,0,0,43,0,0,32,36,34,29,0
1;pliki//100 lokacji//C101.txt;200;50;swap;False;1;8042;29523.183831487422;2797.062344084836;13873.979332933348;12852.142154469238;25182.9739087494;2164.737607071427;11049.087463910255;11969.148837767721;27;300051.9196;0,20,0,0,8,14,12,9,0,0,65,35,38,37,39,0,0,81,78,70,77,0,0,13,10,94,92,1,0,0,5,95,98,0,0,64,68,59,69,0,0,57,54,61,0,0,3,7,0,0,42,48,45,44,0,0,40,41,2,99,97,0,0,90,76,71,73,79,89,0,0,55,56,53,72,0,0,18,19,16,28,0,0,17,15,11,0,0,24,30,34,52,46,0,0,67,63,0,0,25,26,27,0,0,43,74,62,0,0,4,6,0,0,87,86,83,82,0,0,60,58,80,66,0,0,96,93,100,75,0,0,33,36,29,0,0,32,31,51,50,0,0,22,23,49,47,21,0,0,84,85,88,91,0
1;pliki//100 lokacji//C101.txt;200;50;invert;False;1;8042;29523.183831487422;2797.062344084836;13873.979332933348;12852.142154469238;27876.92259890701;2704.0799868497265;12482.483887134582;12690.3587249227;22;300132.8158;0,43,41,62,72,88,0,0,67,63,83,82,61,0,0,5,7,8,29,28,23,59,0,0,20,18,19,37,12,66,0,0,90,86,94,84,85,68,0,0,32,33,35,11,0,0,57,54,27,26,0,0,13,95,92,0,0,98,76,73,93,0,0,3,31,44,46,51,47,0,0,81,78,71,70,0,0,24,40,56,45,48,50,69,0,0,42,49,52,9,75,91,89,0,0,65,74,80,64,0,0,4,6,1,22,21,0,0,25,30,0,0,10,2,100,97,0,0,87,15,0,0,34,36,39,0,0,17,16,14,99,79,0,0,55,53,58,60,0,0,96,77,38,0
1;pliki//100 lokacji//C101.txt;200;50;insert;False;1;8042;29523.183831487422;2797.062344084836;13873.979332933348;12852.142154469238;27213.12448200972;2558.866261296339;12095.72981179813;12558.528408915252;23;300139.6963;0,43,41,62,72,88,0,0,67,63,83,82,0,0,5,7,8,29,28,23,0,0,20,18,19,0,0,90,86,94,84,85,68,0,0,32,33,35,0,0,57,54,0,0,13,95,92,0,0,98,76,73,93,0,0,3,31,44,46,47,0,0,81,78,71,70,0,0,24,40,56,48,45,59,0,0,42,51,50,52,49,89,91,0,0,65,74,80,64,0,0,69,66,21,0,0,22,9,12,1,75,0,0,25,30,6,4,0,0,10,100,97,2,0,0,87,15,11,0,0,27,34,37,39,36,0,0,17,16,14,99,79,0,0,55,53,58,60,0,0,96,77,61,38,26,0
1;pliki//100 lokacji//C101.txt;200;50;2opt;False;1;8042;29523.183831487422;2797.062344084836;13873.979332933348;12852.142154469238;27876.92259890701;2704.0799868497265;12482.483887134582;12690.3587249227;22;300047.9694;0,43,41,62,72,88,0,0,67,63,83,82,61,0,0,5,7,8,29,28,23,59,0,0,20,18,19,37,12,66,0,0,90,86,94,84,85,68,0,0,32,33,35,11,0,0,57,54,27,26,0,0,13,95,92,0,0,98,76,73,93,0,0,3,31,44,46,51,47,0,0,81,78,71,70,0,0,24,40,56,45,48,50,69,0,0,42,49,52,9,75,91,89,0,0,65,74,80,64,0,0,4,6,1,22,21,0,0,25,30,0,0,10,2,100,97,0,0,87,15,0,0,34,36,39,0,0,17,16,14,99,79,0,0,55,53,58,60,0,0,96,77,38,0
