ScenarioId;Filename;Iterations;TabuSize;MutationType;Repeat;Seed;GreedyOjective;GreedyTotalCost;GreedyTotalPenalty;GreedyTotalVehicleOperationTime;Objective;TotalCost;TotalPenalty;TotalVehicleOperationTime;RoutesCount;DurationMs;GTR
0;pliki//100 lokacji//R201.txt;50;10;swap;3;1542;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5254.276063372793;1736.7618207143855;742.3904836619214;2775.1237589964862;18;300133.1019;0,53,58,94,84,8,46,17,37,97,0,0,27,28,26,72,15,2,0,0,93,100,91,60,70,1,0,0,96,99,85,61,6,0,0,13,74,4,68,0,0,40,73,22,41,57,87,56,55,24,0,0,52,7,62,11,19,88,0,0,95,59,0,0,80,29,79,3,76,12,0,0,18,48,90,32,20,0,0,50,9,34,35,66,10,0,0,31,63,64,47,82,0,0,67,23,75,21,0,0,77,78,81,30,0,0,83,45,86,5,0,0,89,98,16,44,38,43,0,0,33,51,71,65,36,49,69,0,0,92,14,42,39,25,54,0
0;pliki//100 lokacji//R201.txt;50;10;swap;3;1543;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5254.276063372793;1736.7618207143855;742.3904836619214;2775.1237589964862;18;300032.6639;0,53,58,94,84,8,46,17,37,97,0,0,27,28,26,72,15,2,0,0,93,100,91,60,70,1,0,0,96,99,85,61,6,0,0,13,74,4,68,0,0,40,73,22,41,57,87,56,55,24,0,0,52,7,62,11,19,88,0,0,95,59,0,0,80,29,79,3,76,12,0,0,18,48,90,32,20,0,0,50,9,34,35,66,10,0,0,31,63,64,47,82,0,0,67,23,75,21,0,0,77,78,81,30,0,0,83,45,86,5,0,0,89,98,16,44,38,43,0,0,33,51,71,65,36,49,69,0,0,92,14,42,39,25,54,0
0;pliki//100 lokacji//R201.txt;50;10;swap;3;1544;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5254.276063372793;1736.7618207143855;742.3904836619214;2775.1237589964862;18;300050.6525;0,53,58,94,84,8,46,17,37,97,0,0,27,28,26,72,15,2,0,0,93,100,91,60,70,1,0,0,96,99,85,61,6,0,0,13,74,4,68,0,0,40,73,22,41,57,87,56,55,24,0,0,52,7,62,11,19,88,0,0,95,59,0,0,80,29,79,3,76,12,0,0,18,48,90,32,20,0,0,50,9,34,35,66,10,0,0,31,63,64,47,82,0,0,67,23,75,21,0,0,77,78,81,30,0,0,83,45,86,5,0,0,89,98,16,44,38,43,0,0,33,51,71,65,36,49,69,0,0,92,14,42,39,25,54,0
0;pliki//100 lokacji//R201.txt;50;10;invert;3;1542;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5335.050861419551;1714.0661588928162;886.2265961716179;2734.758106355118;18;300078.0269;0,53,58,96,84,8,46,17,37,43,97,0,0,27,28,26,72,2,15,91,0,0,89,61,85,99,6,0,0,25,24,1,70,60,93,100,94,0,0,13,74,4,68,0,0,40,73,92,87,57,41,22,56,55,0,0,95,59,5,83,0,0,20,32,90,48,18,0,0,54,39,0,0,77,29,80,12,0,0,51,71,65,66,10,69,0,0,52,19,11,62,88,0,0,98,16,44,38,14,42,0,0,33,81,79,3,76,0,0,31,63,64,49,7,0,0,67,23,75,21,0,0,86,45,36,47,82,0,0,30,9,35,34,78,50,0
0;pliki//100 lokacji//R201.txt;50;10;invert;3;1543;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5404.603583764738;1777.9869756721598;815.4970027409792;2811.119605351599;18;300104.5635;0,53,58,96,84,8,46,17,37,43,97,0,0,27,28,26,72,2,15,91,0,0,89,61,85,99,6,0,0,25,24,1,70,60,93,100,94,0,0,13,74,4,68,0,0,40,73,92,87,57,41,22,56,55,0,0,52,69,62,64,19,88,0,0,95,59,5,83,0,0,20,32,90,48,18,0,0,80,29,79,3,76,12,0,0,50,9,78,34,35,66,10,0,0,31,63,11,47,82,0,0,21,75,23,67,0,0,77,81,0,0,98,16,44,38,14,42,0,0,86,45,36,49,7,0,0,39,54,0,0,33,51,71,65,30,0
0;pliki//100 lokacji//R201.txt;50;10;invert;3;1544;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5291.183336781312;1717.936788565539;834.9635158653497;2738.283032350423;18;300027.8605;0,53,58,96,84,8,46,17,37,43,97,0,0,27,28,26,72,2,15,91,0,0,89,61,85,99,6,0,0,25,24,1,70,60,93,100,94,0,0,13,74,4,68,0,0,40,73,55,56,22,41,57,87,0,0,95,59,5,83,0,0,80,78,81,79,3,76,0,0,31,63,64,47,82,0,0,50,51,71,65,66,10,0,0,33,34,35,9,30,69,0,0,54,67,39,0,0,21,23,75,0,0,20,32,90,48,18,0,0,92,98,16,44,38,14,42,0,0,86,45,36,49,7,0,0,77,29,12,0,0,52,19,11,62,88,0
0;pliki//100 lokacji//R201.txt;50;10;insert;3;1542;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5594.520035155415;1857.0504248478574;841.8569967862919;2895.6126135212658;18;300012.232;0,53,58,96,8,17,84,37,97,0,0,28,26,72,15,2,0,0,93,100,91,60,89,1,24,25,0,0,6,99,61,85,94,0,0,13,74,4,0,0,40,73,22,41,57,87,56,0,0,52,27,69,62,19,88,0,0,95,59,5,83,0,0,68,29,80,12,0,0,18,48,90,32,20,0,0,50,9,34,35,66,70,10,0,0,31,63,11,47,82,0,0,21,75,23,67,0,0,77,3,78,79,76,0,0,7,49,86,81,0,0,16,38,44,98,30,0,0,33,51,71,65,64,36,46,45,0,0,92,14,43,42,39,55,54,0
0;pliki//100 lokacji//R201.txt;50;10;insert;3;1543;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5594.520035155415;1857.0504248478574;841.8569967862919;2895.6126135212658;18;300054.2517;0,53,58,96,8,17,84,37,97,0,0,28,26,72,15,2,0,0,93,100,91,60,89,1,24,25,0,0,6,99,61,85,94,0,0,13,74,4,0,0,40,73,22,41,57,87,56,0,0,52,27,69,62,19,88,0,0,95,59,5,83,0,0,68,29,80,12,0,0,18,48,90,32,20,0,0,50,9,34,35,66,70,10,0,0,31,63,11,47,82,0,0,21,75,23,67,0,0,77,3,78,79,76,0,0,7,49,86,81,0,0,16,38,44,98,30,0,0,33,51,71,65,64,36,46,45,0,0,92,14,43,42,39,55,54,0
0;pliki//100 lokacji//R201.txt;50;10;insert;3;1544;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5594.520035155415;1857.0504248478574;841.8569967862919;2895.6126135212658;18;300012.4645;0,53,58,96,8,17,84,37,97,0,0,28,26,72,15,2,0,0,93,100,91,60,89,1,24,25,0,0,6,99,61,85,94,0,0,13,74,4,0,0,40,73,22,41,57,87,56,0,0,52,27,69,62,19,88,0,0,95,59,5,83,0,0,68,29,80,12,0,0,18,48,90,32,20,0,0,50,9,34,35,66,70,10,0,0,31,63,11,47,82,0,0,21,75,23,67,0,0,77,3,78,79,76,0,0,7,49,86,81,0,0,16,38,44,98,30,0,0,33,51,71,65,64,36,46,45,0,0,92,14,43,42,39,55,54,0
0;pliki//100 lokacji//R201.txt;50;20;swap;3;2542;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5254.276063372793;1736.7618207143855;742.3904836619214;2775.1237589964862;18;300027.6213;0,53,58,94,84,8,46,17,37,97,0,0,27,28,26,72,15,2,0,0,93,100,91,60,70,1,0,0,96,99,85,61,6,0,0,13,74,4,68,0,0,40,73,22,41,57,87,56,55,24,0,0,52,7,62,11,19,88,0,0,95,59,0,0,80,29,79,3,76,12,0,0,18,48,90,32,20,0,0,50,9,34,35,66,10,0,0,31,63,64,47,82,0,0,67,23,75,21,0,0,77,78,81,30,0,0,83,45,86,5,0,0,89,98,16,44,38,43,0,0,33,51,71,65,36,49,69,0,0,92,14,42,39,25,54,0
0;pliki//100 lokacji//R201.txt;50;20;swap;3;2543;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5254.276063372793;1736.7618207143855;742.3904836619214;2775.1237589964862;18;300033.8463;0,53,58,94,84,8,46,17,37,97,0,0,27,28,26,72,15,2,0,0,93,100,91,60,70,1,0,0,96,99,85,61,6,0,0,13,74,4,68,0,0,40,73,22,41,57,87,56,55,24,0,0,52,7,62,11,19,88,0,0,95,59,0,0,80,29,79,3,76,12,0,0,18,48,90,32,20,0,0,50,9,34,35,66,10,0,0,31,63,64,47,82,0,0,67,23,75,21,0,0,77,78,81,30,0,0,83,45,86,5,0,0,89,98,16,44,38,43,0,0,33,51,71,65,36,49,69,0,0,92,14,42,39,25,54,0
0;pliki//100 lokacji//R201.txt;50;20;swap;3;2544;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5254.276063372793;1736.7618207143855;742.3904836619214;2775.1237589964862;18;300035.307;0,53,58,94,84,8,46,17,37,97,0,0,27,28,26,72,15,2,0,0,93,100,91,60,70,1,0,0,96,99,85,61,6,0,0,13,74,4,68,0,0,40,73,22,41,57,87,56,55,24,0,0,52,7,62,11,19,88,0,0,95,59,0,0,80,29,79,3,76,12,0,0,18,48,90,32,20,0,0,50,9,34,35,66,10,0,0,31,63,64,47,82,0,0,67,23,75,21,0,0,77,78,81,30,0,0,83,45,86,5,0,0,89,98,16,44,38,43,0,0,33,51,71,65,36,49,69,0,0,92,14,42,39,25,54,0
0;pliki//100 lokacji//R201.txt;50;20;invert;3;2542;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5362.997543019785;1773.6982475214795;774.9635158653497;2814.335779632955;18;300020.3482;0,53,58,96,84,8,46,17,37,43,97,0,0,27,28,26,72,2,15,91,0,0,89,61,85,99,6,0,0,25,24,1,70,60,93,100,94,0,0,13,74,4,68,0,0,40,73,92,87,57,41,22,56,55,0,0,52,69,62,64,19,88,0,0,95,59,5,83,0,0,20,32,90,48,18,0,0,80,78,81,79,3,76,0,0,31,63,11,47,82,0,0,21,75,23,67,0,0,77,29,12,0,0,7,49,36,45,86,0,0,39,54,0,0,33,51,71,65,66,10,0,0,98,16,44,38,14,42,0,0,30,35,34,9,50,0
0;pliki//100 lokacji//R201.txt;50;20;invert;3;2543;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5291.2054909782955;1717.0149207124603;833.1200770925601;2741.0704931732753;18;300047.2621;0,53,58,96,84,8,46,17,37,43,97,0,0,27,28,26,72,2,15,91,0,0,94,85,61,99,6,0,0,25,24,1,70,60,93,100,89,0,0,13,74,4,68,0,0,40,73,55,56,22,41,57,87,0,0,86,45,36,47,82,0,0,52,7,11,64,49,19,0,0,39,54,0,0,33,81,77,0,0,67,23,75,21,0,0,10,66,35,34,78,9,50,0,0,20,32,90,48,18,0,0,76,3,79,29,80,12,0,0,83,5,59,95,0,0,31,63,62,88,69,0,0,92,98,16,44,38,14,42,0,0,51,71,65,30,0
0;pliki//100 lokacji//R201.txt;50;20;invert;3;2544;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5354.3207620025405;1772.4354281119597;774.9635158653497;2806.9218180252315;18;300022.395;0,53,58,96,84,8,46,17,37,43,97,0,0,27,28,26,72,2,15,91,0,0,89,61,85,99,6,0,0,25,24,1,70,60,93,100,94,0,0,13,74,4,68,0,0,40,73,92,87,57,41,22,56,55,0,0,52,69,62,64,19,88,0,0,95,59,5,83,0,0,20,32,90,48,18,0,0,80,78,81,79,3,76,0,0,31,63,11,47,82,0,0,21,23,75,0,0,7,49,36,45,86,0,0,42,14,38,44,16,98,0,0,10,66,65,71,51,33,0,0,54,67,39,0,0,77,29,12,0,0,30,35,34,9,50,0
0;pliki//100 lokacji//R201.txt;50;20;insert;3;2542;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5594.520035155415;1857.0504248478574;841.8569967862919;2895.6126135212658;18;300072.6566;0,53,58,96,8,17,84,37,97,0,0,28,26,72,15,2,0,0,93,100,91,60,89,1,24,25,0,0,6,99,61,85,94,0,0,13,74,4,0,0,40,73,22,41,57,87,56,0,0,52,27,69,62,19,88,0,0,95,59,5,83,0,0,68,29,80,12,0,0,18,48,90,32,20,0,0,50,9,34,35,66,70,10,0,0,31,63,11,47,82,0,0,21,75,23,67,0,0,77,3,78,79,76,0,0,7,49,86,81,0,0,16,38,44,98,30,0,0,33,51,71,65,64,36,46,45,0,0,92,14,43,42,39,55,54,0
0;pliki//100 lokacji//R201.txt;50;20;insert;3;2543;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5594.520035155415;1857.0504248478574;841.8569967862919;2895.6126135212658;18;300100.4556;0,53,58,96,8,17,84,37,97,0,0,28,26,72,15,2,0,0,93,100,91,60,89,1,24,25,0,0,6,99,61,85,94,0,0,13,74,4,0,0,40,73,22,41,57,87,56,0,0,52,27,69,62,19,88,0,0,95,59,5,83,0,0,68,29,80,12,0,0,18,48,90,32,20,0,0,50,9,34,35,66,70,10,0,0,31,63,11,47,82,0,0,21,75,23,67,0,0,77,3,78,79,76,0,0,7,49,86,81,0,0,16,38,44,98,30,0,0,33,51,71,65,64,36,46,45,0,0,92,14,43,42,39,55,54,0
0;pliki//100 lokacji//R201.txt;50;20;insert;3;2544;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5594.520035155415;1857.0504248478574;841.8569967862919;2895.6126135212658;18;300012.9803;0,53,58,96,8,17,84,37,97,0,0,28,26,72,15,2,0,0,93,100,91,60,89,1,24,25,0,0,6,99,61,85,94,0,0,13,74,4,0,0,40,73,22,41,57,87,56,0,0,52,27,69,62,19,88,0,0,95,59,5,83,0,0,68,29,80,12,0,0,18,48,90,32,20,0,0,50,9,34,35,66,70,10,0,0,31,63,11,47,82,0,0,21,75,23,67,0,0,77,3,78,79,76,0,0,7,49,86,81,0,0,16,38,44,98,30,0,0,33,51,71,65,64,36,46,45,0,0,92,14,43,42,39,55,54,0
0;pliki//100 lokacji//R201.txt;50;30;swap;3;3542;6000.382765881199;2129.161766546145;729.4356752389809;3141.785324096073;5254.276063372793;1736.7618207143855;742.3904836619214;2775.1237589964862;18;300017.7209;0,53,58,94,84,8,46,17,37,97,0,0,27,28,26,72,15,2,0,0,93,100,91,60,70,1,0,0,96,99,85,61,6,0,0,13,74,4,68,0,0,40,73,22,41,57,87,56,55,24,0,0,52,7,62,11,19,88,0,0,95,59,0,0,80,29,79,3,76,12,0,0,18,48,90,32,20,0,0,50,9,34,35,66,10,0,0,31,63,64,47,82,0,0,67,23,75,21,0,0,77,78,81,30,0,0,83,45,86,5,0,0,89,98,16,44,38,43,0,0,33,51,71,65,36,49,69,0,0,92,14,42,39,25,54,0
