Iteration,Timestamp,State,Action,Operator,Reward,QValueBefore,QValueAfter,Epsilon,BestObjective,CurrentObjective,QTableSize,AvgQValue,MaxQValue,MinQValue
393,2025-12-07 22:10:30.005,14,4,oropt,1.311895,-4.015421,-3.397140,0.821972,25597.45,31665.12,26,0.059101,0.950553,-3.397140
394,2025-12-07 22:10:30.246,14,4,oropt,1.424368,-3.397140,-2.829439,0.821561,25597.45,31214.09,26,0.080936,0.950553,-2.829439
395,2025-12-07 22:10:30.507,14,1,insert,0.840041,0.138877,0.294543,0.821150,25597.45,30951.88,26,0.086923,0.950553,-2.829439
396,2025-12-07 22:10:30.717,14,5,cross,0.859544,0.950553,1.027002,0.820740,25597.45,30685.84,26,0.089863,1.027002,-2.829439
397,2025-12-07 22:10:30.922,14,4,oropt,0.774426,-2.829439,-2.376623,0.820329,25597.45,30448.20,26,0.107280,1.027002,-2.376623
398,2025-12-07 22:10:31.184,14,0,swap,0.723216,0.492791,0.608263,0.819919,25597.45,30227.99,26,0.111721,1.027002,-2.376623
399,2025-12-07 22:10:31.500,14,5,cross,0.844342,1.027002,1.101166,0.819509,25597.45,29972.77,26,0.114573,1.101166,-2.376623
400,2025-12-07 22:10:31.826,14,0,swap,0.708733,0.608263,0.717415,0.819099,25597.45,29760.34,26,0.118771,1.101166,-2.376623
401,2025-12-07 22:10:32.201,14,1,insert,0.821009,0.294543,0.446294,0.818690,25597.45,29516.00,26,0.124608,1.101166,-2.376623
402,2025-12-07 22:10:32.437,14,4,oropt,0.753874,-2.376623,-1.964468,0.818280,25597.45,29293.49,26,0.140460,1.101166,-1.964468
403,2025-12-07 22:10:32.711,14,4,oropt,0.562879,-1.964468,-1.612628,0.817871,25597.45,29128.60,26,0.153992,1.101166,-1.612628
404,2025-12-07 22:10:33.064,14,3,2opt,0.462607,0.208561,0.333070,0.817462,25597.45,28993.85,26,0.158781,1.101166,-1.612628
405,2025-12-07 22:10:33.390,14,0,swap,0.383910,0.717415,0.783170,0.817054,25597.45,28882.54,26,0.161310,1.101166,-1.612628
406,2025-12-07 22:10:33.627,14,2,invert,0.501789,0.562207,0.655270,0.816645,25597.45,28737.61,26,0.164890,1.101166,-1.612628
407,2025-12-07 22:10:33.892,14,5,cross,0.193319,1.101166,1.109486,0.816237,25597.45,28682.06,26,0.165210,1.109486,-1.612628
408,2025-12-07 22:10:34.212,14,3,2opt,0.549038,0.333070,0.454521,0.815829,25597.45,28524.58,26,0.169881,1.109486,-1.612628
409,2025-12-07 22:10:34.510,14,1,insert,0.182846,0.446294,0.519803,0.815421,25597.45,28472.43,26,0.172708,1.109486,-1.612628
410,2025-12-07 22:10:34.811,14,5,cross,0.377387,1.109486,1.136130,0.815013,25597.45,28364.97,26,0.173733,1.136130,-1.612628
411,2025-12-07 22:10:35.025,14,4,oropt,0.473882,-1.612628,-1.301726,0.814606,25597.45,28230.56,26,0.185691,1.136130,-1.301726
412,2025-12-07 22:10:35.308,14,3,2opt,0.362782,0.454521,0.547598,0.814198,25597.45,28128.14,26,0.189271,1.136130,-1.301726
413,2025-12-07 22:10:35.620,14,4,oropt,0.199861,-1.301726,-1.049315,0.813791,25597.45,28071.93,26,0.198979,1.136130,-1.049315
414,2025-12-07 22:10:35.924,14,1,insert,0.265839,0.519803,0.596659,0.813384,25597.45,27997.30,26,0.201935,1.136130,-1.049315
415,2025-12-07 22:10:36.178,14,5,cross,0.425094,1.136130,1.167278,0.812978,25597.45,27878.28,26,0.203133,1.167278,-1.049315
416,2025-12-07 22:10:36.412,14,2,invert,0.354968,0.655270,0.730295,0.812571,25597.45,27779.33,26,0.206018,1.167278,-1.049315
417,2025-12-07 22:10:36.710,14,2,invert,-0.091675,0.730295,0.753153,0.812165,25597.45,27804.79,26,0.206897,1.167278,-1.049315
418,2025-12-07 22:10:36.932,14,5,cross,0.016551,1.167278,1.157260,0.811759,25597.45,27800.19,26,0.206512,1.157260,-1.049315
419,2025-12-07 22:10:37.184,14,1,insert,0.304414,0.596659,0.671588,0.811353,25597.45,27715.56,26,0.209394,1.157260,-1.049315
420,2025-12-07 22:10:37.426,14,3,2opt,0.298524,0.547598,0.626844,0.810947,25597.45,27632.83,26,0.212442,1.157260,-1.049315
421,2025-12-07 22:10:37.633,14,2,invert,-0.203431,0.753153,0.761648,0.810542,25597.45,27689.04,26,0.212769,1.157260,-1.049315
422,2025-12-07 22:10:37.878,14,2,invert,-0.233187,0.761648,0.766318,0.810136,25597.45,27753.61,26,0.212948,1.157260,-1.049315
423,2025-12-07 22:10:38.154,14,0,swap,-0.232912,0.783170,0.785715,0.809731,25597.45,27818.25,26,0.213046,1.157260,-1.049315
424,2025-12-07 22:10:38.382,14,0,swap,0.325598,0.785715,0.843857,0.809326,25597.45,27727.67,26,0.215282,1.157260,-1.049315
425,2025-12-07 22:10:38.566,14,5,cross,0.313689,1.157260,1.177057,0.808922,25597.45,27640.69,26,0.216044,1.177057,-1.049315
426,2025-12-07 22:10:38.829,14,2,invert,0.324659,0.766318,0.828087,0.808517,25597.45,27550.96,26,0.218419,1.177057,-1.049315
427,2025-12-07 22:10:39.012,14,5,cross,0.011828,1.177057,1.166469,0.808113,25597.45,27547.70,26,0.218012,1.166469,-1.049315
428,2025-12-07 22:10:39.189,14,0,swap,0.397119,0.843857,0.904165,0.807709,25597.45,27438.30,26,0.220332,1.166469,-1.049315
429,2025-12-07 22:10:39.397,14,1,insert,0.233642,0.671588,0.732775,0.807305,25597.45,27374.19,26,0.222685,1.166469,-1.049315
430,2025-12-07 22:10:39.620,14,0,swap,0.155514,0.904165,0.934282,0.806902,25597.45,27331.62,26,0.223843,1.166469,-1.049315
431,2025-12-07 22:10:39.844,14,1,insert,0.554652,0.732775,0.819945,0.806498,25597.45,27180.03,26,0.227196,1.166469,-1.049315
432,2025-12-07 22:10:40.116,14,5,cross,0.234694,1.166469,1.178274,0.806095,25597.45,27116.24,26,0.227650,1.178274,-1.049315
433,2025-12-07 22:10:40.379,14,5,cross,0.298908,1.178274,1.196382,0.805692,25597.45,27035.18,26,0.228347,1.196382,-1.049315
434,2025-12-07 22:10:40.587,14,4,oropt,0.684671,-1.049315,-0.768242,0.805289,25597.45,26850.08,26,0.239157,1.196382,-0.768242
435,2025-12-07 22:10:40.794,14,1,insert,0.224854,0.819945,0.868110,0.804886,25597.45,26789.71,26,0.241010,1.196382,-0.768242
436,2025-12-07 22:10:41.033,14,1,insert,0.091140,0.868110,0.898088,0.804484,25597.45,26765.29,26,0.242163,1.196382,-0.768242
437,2025-12-07 22:10:41.244,14,0,swap,0.254432,0.934282,0.973971,0.804082,25597.45,26697.19,26,0.243689,1.196382,-0.768242
438,2025-12-07 22:10:41.429,14,0,swap,0.273150,0.973971,1.011564,0.803680,25597.45,26624.27,26,0.245135,1.196382,-0.768242
439,2025-12-07 22:10:41.642,14,2,invert,0.329395,0.828087,0.885892,0.803278,25597.45,26536.57,26,0.247358,1.196382,-0.768242
440,2025-12-07 22:10:41.819,14,5,cross,0.032417,1.196382,1.187660,0.802876,25597.45,26527.97,26,0.247023,1.187660,-0.768242
441,2025-12-07 22:10:42.028,14,4,oropt,0.226460,-0.768242,-0.561883,0.802475,25597.45,26467.89,26,0.254960,1.187660,-0.561883
442,2025-12-07 22:10:42.164,14,3,2opt,0.162771,0.626844,0.687326,0.802073,25597.45,26424.81,26,0.257286,1.187660,-0.561883
443,2025-12-07 22:10:42.310,14,5,cross,0.017099,1.187660,1.177493,0.801672,25597.45,26420.29,26,0.256895,1.177493,-0.561883
444,2025-12-07 22:10:42.464,14,5,cross,0.242499,1.177493,1.189968,0.801272,25597.45,26356.22,26,0.257375,1.189968,-0.561883
445,2025-12-07 22:10:42.706,14,4,oropt,0.099756,-0.561883,-0.388622,0.800871,25597.45,26329.93,26,0.264039,1.189968,-0.388622
446,2025-12-07 22:10:42.926,14,4,oropt,0.026675,-0.388622,-0.239995,0.800470,25597.45,26322.91,26,0.269755,1.189968,-0.239995
447,2025-12-07 22:10:43.100,14,3,2opt,0.186654,0.687326,0.744356,0.800070,25597.45,26273.77,26,0.271948,1.189968,-0.239995
448,2025-12-07 22:10:43.269,14,4,oropt,0.092120,-0.239995,-0.099686,0.799670,25597.45,26249.57,26,0.277345,1.189968,-0.099686
449,2025-12-07 22:10:43.481,14,5,cross,0.003643,1.189968,1.178432,0.799270,25597.45,26248.62,26,0.276901,1.178432,-0.099686
450,2025-12-07 22:10:43.657,14,3,2opt,0.075496,0.744356,0.783529,0.798871,25597.45,26228.80,26,0.278408,1.178432,-0.099686
451,2025-12-07 22:10:43.894,14,2,invert,0.000000,0.885892,0.903362,0.798471,25597.45,26228.80,26,0.279080,1.178432,-0.099686
452,2025-12-07 22:10:44.107,14,5,cross,-0.184701,1.178432,1.148178,0.798072,25597.45,26277.24,26,0.277916,1.148178,-0.099686
453,2025-12-07 22:10:44.300,14,0,swap,0.126267,1.011564,1.026370,0.797673,25597.45,26244.06,26,0.278486,1.148178,-0.099686
454,2025-12-07 22:10:44.537,14,5,cross,0.354056,1.148178,1.172102,0.797274,25597.45,26151.14,26,0.279406,1.172102,-0.099686
455,2025-12-07 22:10:44.726,14,4,oropt,0.028136,-0.099686,0.018585,0.796876,25597.45,26143.79,26,0.283955,1.172102,0.002188
456,2025-12-07 22:10:44.948,14,2,invert,0.180042,0.903362,0.936519,0.796477,25597.45,26096.72,26,0.285230,1.172102,0.002188
457,2025-12-07 22:10:45.136,14,0,swap,0.018521,1.026370,1.031074,0.796079,25597.45,26091.88,26,0.285411,1.172102,0.002188
458,2025-12-07 22:10:45.341,14,5,cross,0.295948,1.172102,1.189976,0.795681,25597.45,26014.67,26,0.286098,1.189976,0.002188
459,2025-12-07 22:10:45.525,14,3,2opt,0.028659,0.783529,0.815140,0.795283,25597.45,26007.21,26,0.287314,1.189976,0.002188
460,2025-12-07 22:10:45.689,14,4,oropt,-0.252877,0.018585,0.098537,0.794885,25597.45,26072.98,26,0.290389,1.189976,0.002188
461,2025-12-07 22:10:45.817,14,4,oropt,0.121461,0.098537,0.207927,0.794488,25597.45,26041.31,26,0.294597,1.189976,0.002188
462,2025-12-07 22:10:45.990,14,5,cross,0.008332,1.189976,1.178909,0.794091,25597.45,26039.14,26,0.294171,1.178909,0.002188
463,2025-12-07 22:10:46.237,14,4,oropt,0.053348,0.207927,0.298571,0.793694,25597.45,26025.25,26,0.297657,1.178909,0.002188
464,2025-12-07 22:10:46.446,14,2,invert,0.052486,0.936519,0.954218,0.793297,25597.45,26011.59,26,0.298338,1.178909,0.002188
465,2025-12-07 22:10:46.640,14,5,cross,0.001258,1.178909,1.167246,0.792900,25597.45,26011.26,26,0.297889,1.167246,0.002188
466,2025-12-07 22:10:46.772,14,5,cross,0.207954,1.167246,1.176369,0.792504,25597.45,25957.17,26,0.298240,1.176369,0.002188
467,2025-12-07 22:10:46.936,14,1,insert,0.079284,0.898088,0.922081,0.792107,25597.45,25936.59,26,0.299163,1.176369,0.002188
468,2025-12-07 22:10:47.094,14,3,2opt,0.104041,0.815140,0.849903,0.791711,25597.45,25909.60,26,0.300500,1.176369,0.002188
469,2025-12-07 22:10:47.307,14,0,swap,-0.158884,1.031074,1.017952,0.791316,25597.45,25950.77,26,0.299995,1.176369,0.002188
470,2025-12-07 22:10:47.504,14,3,2opt,0.244647,0.849903,0.895251,0.790920,25597.45,25887.28,26,0.301740,1.176369,0.002188
471,2025-12-07 22:10:47.741,14,2,invert,-0.414713,0.954218,0.923198,0.790524,25597.45,25994.64,26,0.300546,1.176369,0.002188
472,2025-12-07 22:10:47.968,14,4,oropt,0.000000,0.298571,0.374587,0.790129,25597.45,25994.64,26,0.303470,1.176369,0.002188
473,2025-12-07 22:10:48.141,14,2,invert,0.283127,0.923198,0.965064,0.789734,25597.45,25921.04,26,0.305080,1.176369,0.002188
474,2025-12-07 22:10:48.285,14,0,swap,-0.605058,1.017952,0.961524,0.789339,25597.45,26077.88,26,0.302910,1.176369,0.002188
475,2025-12-07 22:10:48.478,14,5,cross,0.182759,1.176369,1.182881,0.788945,25597.45,26030.22,26,0.303161,1.182881,0.002188
476,2025-12-07 22:10:48.749,14,2,invert,0.240021,0.965064,0.999019,0.788550,25597.45,25967.74,26,0.304467,1.182881,0.002188
477,2025-12-07 22:10:48.927,14,5,cross,-0.659873,1.182881,1.105065,0.788156,25597.45,26139.10,26,0.301474,1.105065,0.002188
478,2025-12-07 22:10:49.070,14,0,swap,0.050255,0.961524,0.969853,0.787762,25597.45,26125.96,26,0.301794,1.105065,0.002188
479,2025-12-07 22:10:49.244,14,4,oropt,0.201864,0.374587,0.456770,0.787368,25597.45,26073.22,26,0.304955,1.105065,0.002188
480,2025-12-07 22:10:49.389,14,3,2opt,0.002291,0.895251,0.905411,0.786974,25597.45,26072.62,26,0.305346,1.105065,0.002188
481,2025-12-07 22:10:49.629,14,0,swap,0.175501,0.969853,0.989873,0.786581,25597.45,26026.87,26,0.306116,1.105065,0.002188
482,2025-12-07 22:10:49.832,14,3,2opt,0.159388,0.905411,0.930264,0.786187,25597.45,25985.38,26,0.307072,1.105065,0.002188
483,2025-12-07 22:10:50.028,14,5,cross,-0.572873,1.105065,1.036727,0.785794,25597.45,26134.24,26,0.304443,1.036727,0.002188
484,2025-12-07 22:10:50.209,14,5,cross,0.188785,1.036727,1.045238,0.785401,25597.45,26084.91,26,0.304771,1.045238,0.002188
485,2025-12-07 22:10:50.341,14,5,cross,0.086523,1.045238,1.043438,0.785009,25597.45,26062.34,26,0.304701,1.043438,0.002188
486,2025-12-07 22:10:50.512,14,1,insert,0.057960,0.922081,0.929578,0.784616,25597.45,26047.23,26,0.304990,1.043438,0.002188
487,2025-12-07 22:10:50.699,14,0,swap,0.183466,0.989873,1.003142,0.784224,25597.45,25999.44,26,0.305500,1.043438,0.002188
488,2025-12-07 22:10:50.933,14,5,cross,0.214379,1.043438,1.054442,0.783832,25597.45,25943.71,26,0.305923,1.054442,0.002188
489,2025-12-07 22:10:51.116,14,5,cross,0.033130,1.054442,1.047210,0.783440,25597.45,25935.11,26,0.305645,1.047210,0.002188
490,2025-12-07 22:10:51.329,14,2,invert,0.010976,0.999019,0.994464,0.783048,25597.45,25932.27,26,0.305470,1.047210,0.002188
491,2025-12-07 22:10:51.514,14,5,cross,-0.245462,1.047210,1.012192,0.782657,25597.45,25995.92,26,0.304123,1.012192,0.002188
492,2025-12-07 22:10:51.667,14,5,cross,0.010728,1.012192,1.003143,0.782265,25597.45,25993.13,26,0.303775,1.003143,0.002188
493,2025-12-07 22:10:51.856,14,0,swap,0.000000,1.003142,0.993111,0.781874,25597.45,25993.13,26,0.303389,1.003143,0.002188
494,2025-12-07 22:10:52.002,14,3,2opt,0.052960,0.930264,0.932817,0.781483,25597.45,25979.36,26,0.303487,1.003143,0.002188
495,2025-12-07 22:10:52.143,14,5,cross,0.000000,1.003143,0.993111,0.781092,25597.45,25979.36,26,0.303101,0.994464,0.002188
496,2025-12-07 22:10:52.306,14,0,swap,0.000000,0.993111,0.983301,0.780702,25597.45,25979.36,26,0.302724,0.994464,0.002188
497,2025-12-07 22:10:52.505,14,0,swap,0.031054,0.983301,0.977578,0.780312,25597.45,25971.30,26,0.302504,0.994464,0.002188
498,2025-12-07 22:10:52.638,14,2,invert,0.000000,0.994464,0.984519,0.779921,25597.45,25971.30,26,0.302122,0.993111,0.002188
499,2025-12-07 22:10:52.844,14,2,invert,0.000000,0.984519,0.975447,0.779531,25597.45,25971.30,26,0.301773,0.993111,0.002188
500,2025-12-07 22:10:53.080,14,2,invert,0.000000,0.975447,0.967282,0.779142,25597.45,25971.30,26,0.301459,0.993111,0.002188
501,2025-12-07 22:10:53.310,14,2,invert,0.000000,0.967282,0.959934,0.778752,25597.45,25971.30,26,0.301176,0.993111,0.002188
502,2025-12-07 22:10:53.438,14,5,cross,0.000000,0.993111,0.983180,0.778363,25597.45,25971.30,26,0.300794,0.983180,0.002188
503,2025-12-07 22:10:53.623,14,5,cross,0.000000,0.983180,0.973349,0.777974,25597.45,25971.30,26,0.300416,0.977578,0.002188
504,2025-12-07 22:10:53.824,14,1,insert,0.000000,0.929578,0.924602,0.777585,25597.45,25971.30,26,0.300225,0.977578,0.002188
505,2025-12-07 22:10:54.009,14,0,swap,0.004764,0.977578,0.968279,0.777196,25597.45,25970.06,26,0.299867,0.973349,0.002188
506,2025-12-07 22:10:54.207,14,5,cross,0.000000,0.973349,0.963615,0.776807,25597.45,25970.06,26,0.299492,0.968279,0.002188
507,2025-12-07 22:10:54.386,14,0,swap,0.000000,0.968279,0.958596,0.776419,25597.45,25970.06,26,0.299120,0.963615,0.002188
508,2025-12-07 22:10:54.574,14,2,invert,0.000000,0.959934,0.950666,0.776031,25597.45,25970.06,26,0.298764,0.963615,0.002188
509,2025-12-07 22:10:54.732,14,4,oropt,0.000000,0.456770,0.497819,0.775643,25597.45,25970.06,26,0.300342,0.963615,0.002188
510,2025-12-07 22:10:54.871,14,1,insert,0.483620,0.924602,0.887043,0.775255,25597.45,25844.46,26,0.298898,0.963615,0.002188
511,2025-12-07 22:10:55.032,11,4,oropt,0.000000,0.016806,0.021665,0.774867,25597.45,25844.46,26,0.299085,0.963615,0.002188
512,2025-12-07 22:10:55.183,11,1,insert,0.000000,0.072653,0.071926,0.774480,25597.45,25844.46,26,0.299057,0.963615,0.002188
513,2025-12-07 22:10:55.328,11,1,insert,0.000000,0.071926,0.071221,0.774092,25597.45,25844.46,26,0.299030,0.963615,0.002188
514,2025-12-07 22:10:55.505,11,2,invert,0.000000,0.026309,0.030165,0.773705,25597.45,25844.46,26,0.299178,0.963615,0.002188
515,2025-12-07 22:10:55.739,11,0,swap,0.000000,0.066348,0.066200,0.773319,25597.45,25844.46,26,0.299172,0.963615,0.002188
516,2025-12-07 22:10:55.978,11,3,2opt,0.030020,0.072075,0.074356,0.772932,25597.45,25836.70,26,0.299260,0.963615,0.002188
517,2025-12-07 22:10:56.167,11,5,cross,-0.636511,0.022289,0.043134,0.772545,25597.45,26001.16,26,0.300062,0.963615,0.002188
518,2025-12-07 22:10:56.326,14,5,cross,0.000000,0.963615,0.953979,0.772159,25597.45,26001.16,26,0.299691,0.958596,0.002188
519,2025-12-07 22:10:56.515,14,0,swap,0.000000,0.958596,0.949010,0.771773,25597.45,26001.16,26,0.299322,0.953979,0.002188
520,2025-12-07 22:10:56.762,14,5,cross,0.000000,0.953979,0.944439,0.771387,25597.45,26001.16,26,0.298955,0.950666,0.002188
521,2025-12-07 22:10:56.977,14,2,invert,0.000000,0.950666,0.941159,0.771001,25597.45,26001.16,26,0.298590,0.949010,0.002188
522,2025-12-07 22:10:57.099,14,3,2opt,0.000000,0.932817,0.924946,0.770616,25597.45,26001.16,26,0.298287,0.949010,0.002188
523,2025-12-07 22:10:57.315,14,0,swap,0.000000,0.949010,0.939520,0.770231,25597.45,26001.16,26,0.297922,0.944439,0.002188
524,2025-12-07 22:10:57.542,14,0,swap,0.000000,0.939520,0.930568,0.769846,25597.45,26001.16,26,0.297578,0.944439,0.002188
525,2025-12-07 22:10:57.723,14,3,2opt,0.000000,0.924946,0.917451,0.769461,25597.45,26001.16,26,0.297289,0.944439,0.002188
526,2025-12-07 22:10:57.936,14,5,cross,0.000000,0.944439,0.934995,0.769076,25597.45,26001.16,26,0.296926,0.941159,0.002188
527,2025-12-07 22:10:58.101,14,2,invert,0.000000,0.941159,0.931748,0.768691,25597.45,26001.16,26,0.296564,0.934995,0.002188
528,2025-12-07 22:10:58.270,14,5,cross,0.000000,0.934995,0.925645,0.768307,25597.45,26001.16,26,0.296205,0.931748,0.002188
529,2025-12-07 22:10:58.480,14,4,oropt,0.000000,0.497819,0.531894,0.767923,25597.45,26001.16,26,0.297515,0.931748,0.002188
530,2025-12-07 22:10:58.666,14,5,cross,0.000000,0.925645,0.916938,0.767539,25597.45,26001.16,26,0.297180,0.931748,0.002188
531,2025-12-07 22:10:58.855,14,2,invert,0.000000,0.931748,0.922430,0.767155,25597.45,26001.16,26,0.296822,0.930568,0.002188
532,2025-12-07 22:10:59.013,14,1,insert,0.000000,0.887043,0.882090,0.766772,25597.45,26001.16,26,0.296631,0.930568,0.002188
533,2025-12-07 22:10:59.222,14,0,swap,0.009564,0.930568,0.922218,0.766388,25597.45,25998.67,26,0.296310,0.922430,0.002188
534,2025-12-07 22:10:59.359,14,2,invert,0.017691,0.922430,0.914975,0.766005,25597.45,25994.07,26,0.296024,0.922218,0.002188
535,2025-12-07 22:10:59.587,14,1,insert,0.002607,0.882090,0.877141,0.765622,25597.45,25993.39,26,0.295833,0.922218,0.002188
536,2025-12-07 22:10:59.777,14,1,insert,0.126270,0.877141,0.885053,0.765239,25597.45,25960.57,26,0.296138,0.922218,0.002188
537,2025-12-07 22:10:59.975,14,5,cross,0.000000,0.916938,0.908244,0.764857,25597.45,25960.57,26,0.295803,0.922218,0.002188
538,2025-12-07 22:11:00.174,14,2,invert,0.000000,0.914975,0.906477,0.764474,25597.45,25960.57,26,0.295476,0.922218,0.002188
539,2025-12-07 22:11:00.351,14,0,swap,0.000000,0.922218,0.912996,0.764092,25597.45,25960.57,26,0.295122,0.917451,0.002188
540,2025-12-07 22:11:00.513,14,4,oropt,0.000000,0.531894,0.561275,0.763710,25597.45,25960.57,26,0.296252,0.917451,0.002188
541,2025-12-07 22:11:00.660,14,0,swap,0.109008,0.912996,0.915168,0.763328,25597.45,25932.27,26,0.296335,0.917451,0.002188
542,2025-12-07 22:11:00.814,14,3,2opt,0.000000,0.917451,0.908276,0.762946,25597.45,25932.27,26,0.295982,0.915168,0.002188
543,2025-12-07 22:11:00.948,14,1,insert,-0.640093,0.885053,0.814904,0.762565,25597.45,26098.26,26,0.293284,0.915168,0.002188
544,2025-12-07 22:11:01.113,14,0,swap,0.064472,0.915168,0.912464,0.762184,25597.45,26081.44,26,0.293180,0.912464,0.002188
545,2025-12-07 22:11:01.272,14,4,oropt,0.003537,0.561275,0.587623,0.761802,25597.45,26080.52,26,0.294194,0.912464,0.002188
546,2025-12-07 22:11:01.467,14,4,oropt,0.522054,0.587623,0.663188,0.761422,25597.45,25944.36,26,0.297100,0.912464,0.002188
547,2025-12-07 22:11:01.619,14,0,swap,0.258710,0.912464,0.929210,0.761041,25597.45,25877.24,26,0.297744,0.929210,0.002188
548,2025-12-07 22:11:01.766,14,3,2opt,0.007886,0.908276,0.901866,0.760660,25597.45,25875.20,26,0.297498,0.929210,0.002188
549,2025-12-07 22:11:01.902,14,2,invert,-0.089705,0.906477,0.890488,0.760280,25597.45,25898.41,26,0.296883,0.929210,0.002188
550,2025-12-07 22:11:02.058,14,0,swap,-0.689480,0.929210,0.850970,0.759900,25597.45,26076.98,26,0.293873,0.908244,0.002188
551,2025-12-07 22:11:02.258,14,1,insert,0.000000,0.814904,0.815156,0.759520,25597.45,26076.98,26,0.293883,0.908244,0.002188
552,2025-12-07 22:11:02.505,14,5,cross,0.000000,0.908244,0.899161,0.759140,25597.45,26076.98,26,0.293534,0.901866,0.002188
553,2025-12-07 22:11:02.680,14,3,2opt,0.000000,0.901866,0.892848,0.758761,25597.45,26076.98,26,0.293187,0.899161,0.002188
554,2025-12-07 22:11:02.904,14,5,cross,0.000000,0.899161,0.890169,0.758381,25597.45,26076.98,26,0.292841,0.892848,0.002188
555,2025-12-07 22:11:03.141,14,1,insert,0.000000,0.815156,0.813996,0.758002,25597.45,26076.98,26,0.292796,0.892848,0.002188
556,2025-12-07 22:11:03.341,14,3,2opt,0.000000,0.892848,0.883919,0.757623,25597.45,26076.98,26,0.292453,0.890488,0.002188
557,2025-12-07 22:11:03.561,14,2,invert,0.000000,0.890488,0.881583,0.757244,25597.45,26076.98,26,0.292111,0.890169,0.002188
558,2025-12-07 22:11:03.743,14,5,cross,0.000000,0.890169,0.881268,0.756866,25597.45,26076.98,26,0.291768,0.883919,0.002188
559,2025-12-07 22:11:03.918,14,5,cross,0.000000,0.881268,0.872694,0.756487,25597.45,26076.98,26,0.291438,0.883919,0.002188
560,2025-12-07 22:11:04.076,14,0,swap,0.000000,0.850970,0.845426,0.756109,25597.45,26076.98,26,0.291225,0.883919,0.002188
561,2025-12-07 22:11:04.265,14,4,oropt,0.000000,0.663188,0.676422,0.755731,25597.45,26076.98,26,0.291734,0.883919,0.002188
562,2025-12-07 22:11:04.463,14,5,cross,0.244100,0.872694,0.889387,0.755353,25597.45,26013.32,26,0.292376,0.889387,0.002188
563,2025-12-07 22:11:04.675,14,2,invert,0.000000,0.881583,0.873470,0.754975,25597.45,26013.32,26,0.292064,0.889387,0.002188
564,2025-12-07 22:11:04.836,14,3,2opt,-0.244697,0.883919,0.851102,0.754598,25597.45,26076.98,26,0.290802,0.889387,0.002188
565,2025-12-07 22:11:05.025,14,1,insert,0.000000,0.813996,0.812641,0.754220,25597.45,26076.98,26,0.290750,0.889387,0.002188
566,2025-12-07 22:11:05.169,14,5,cross,0.000000,0.889387,0.880493,0.753843,25597.45,26076.98,26,0.290408,0.880493,0.002188
567,2025-12-07 22:11:05.329,14,2,invert,0.000000,0.873470,0.865367,0.753466,25597.45,26076.98,26,0.290096,0.880493,0.002188
568,2025-12-07 22:11:05.511,14,5,cross,0.000000,0.880493,0.871688,0.753090,25597.45,26076.98,26,0.289757,0.871688,0.002188
569,2025-12-07 22:11:05.723,14,2,invert,0.000000,0.865367,0.857282,0.752713,25597.45,26076.98,26,0.289447,0.871688,0.002188
570,2025-12-07 22:11:05.904,14,5,cross,0.000000,0.871688,0.862971,0.752337,25597.45,26076.98,26,0.289111,0.862971,0.002188
571,2025-12-07 22:11:06.050,14,5,cross,0.000000,0.862971,0.854342,0.751961,25597.45,26076.98,26,0.288779,0.857282,0.002188
572,2025-12-07 22:11:06.203,14,3,2opt,0.000000,0.851102,0.843148,0.751585,25597.45,26076.98,26,0.288473,0.857282,0.002188
573,2025-12-07 22:11:06.392,14,2,invert,0.000000,0.857282,0.848709,0.751209,25597.45,26076.98,26,0.288144,0.854342,0.002188
574,2025-12-07 22:11:06.612,14,1,insert,0.000000,0.812641,0.808268,0.750833,25597.45,26076.98,26,0.287975,0.854342,0.002188
575,2025-12-07 22:11:06.780,14,5,cross,0.000000,0.854342,0.845798,0.750458,25597.45,26076.98,26,0.287647,0.848709,0.002188
576,2025-12-07 22:11:07.034,14,1,insert,0.000000,0.808268,0.803825,0.750083,25597.45,26076.98,26,0.287476,0.848709,0.002188
577,2025-12-07 22:11:07.197,14,3,2opt,-52.234785,0.843148,-4.388262,0.749708,25597.45,39698.23,26,0.086268,0.848709,-4.388262
578,2025-12-07 22:11:07.379,14,3,2opt,2.000452,-4.388262,-3.673007,0.749333,25597.45,38904.08,26,0.113778,0.848709,-3.673007
579,2025-12-07 22:11:07.538,14,2,invert,1.575727,0.848709,0.997795,0.748958,25597.45,38291.06,26,0.119512,0.997795,-3.673007
580,2025-12-07 22:11:07.703,14,5,cross,0.995229,0.845798,0.950543,0.748584,25597.45,37909.98,26,0.123540,0.997795,-3.673007
581,2025-12-07 22:11:07.903,14,5,cross,2.427373,0.950543,1.188027,0.748209,25597.45,36989.76,26,0.132674,1.188027,-3.673007
582,2025-12-07 22:11:08.132,14,5,cross,1.889971,1.188027,1.365144,0.747835,25597.45,36290.67,26,0.139487,1.365144,-3.673007
583,2025-12-07 22:11:08.312,14,4,oropt,1.914649,0.676422,0.923108,0.747461,25597.45,35595.83,26,0.148975,1.365144,-3.673007
584,2025-12-07 22:11:08.508,14,1,insert,1.826499,0.803825,1.028955,0.747088,25597.45,34945.67,26,0.157633,1.365144,-3.673007
585,2025-12-07 22:11:08.725,14,3,2opt,1.378408,-3.673007,-3.045002,0.746714,25597.45,34463.98,26,0.181787,1.365144,-3.045002
