Iteration,Timestamp,State,Action,Operator,Reward,QValueBefore,QValueAfter,Epsilon,BestObjective,CurrentObjective,QTableSize,AvgQValue,MaxQValue,MinQValue
765,2025-12-07 22:11:46.467,14,5,cross,0.000000,1.966089,1.946428,0.682430,25466.25,25739.22,26,0.433170,1.946428,-0.303319
766,2025-12-07 22:11:46.655,14,3,2opt,0.000000,-0.303319,-0.097809,0.682089,25466.25,25739.22,26,0.441074,1.946428,-0.097809
767,2025-12-07 22:11:46.896,14,3,2opt,-0.529289,-0.097809,0.034222,0.681748,25466.25,25875.45,26,0.446152,1.946428,0.002188
768,2025-12-07 22:11:47.081,14,5,cross,-0.633742,1.946428,1.863589,0.681407,25466.25,26039.44,26,0.442966,1.863589,0.002188
769,2025-12-07 22:11:47.309,14,4,oropt,0.000000,1.194921,1.243152,0.681066,25466.25,26039.44,26,0.444821,1.863589,0.002188
770,2025-12-07 22:11:47.590,14,5,cross,0.000000,1.863589,1.844953,0.680725,25466.25,26039.44,26,0.444104,1.844953,0.002188
771,2025-12-07 22:11:47.805,14,1,insert,0.000000,1.774513,1.763107,0.680385,25466.25,26039.44,26,0.443666,1.844953,0.002188
772,2025-12-07 22:11:48.027,14,5,cross,0.000000,1.844953,1.826504,0.680045,25466.25,26039.44,26,0.442956,1.826504,0.002188
773,2025-12-07 22:11:48.272,14,5,cross,0.000000,1.826504,1.808239,0.679705,25466.25,26039.44,26,0.442254,1.808239,0.002188
774,2025-12-07 22:11:48.549,14,2,invert,0.000000,1.739671,1.728445,0.679365,25466.25,26039.44,26,0.441822,1.808239,0.002188
775,2025-12-07 22:11:48.757,14,5,cross,0.000000,1.808239,1.790156,0.679025,25466.25,26039.44,26,0.441126,1.790156,0.002188
776,2025-12-07 22:11:48.876,14,5,cross,0.000000,1.790156,1.772255,0.678686,25466.25,26039.44,26,0.440438,1.772255,0.002188
777,2025-12-07 22:11:49.060,14,2,invert,0.000000,1.728445,1.715104,0.678347,25466.25,26039.44,26,0.439925,1.772255,0.002188
778,2025-12-07 22:11:49.272,14,3,2opt,0.061768,0.034222,0.196479,0.678007,25466.25,26023.35,26,0.446166,1.772255,0.002188
779,2025-12-07 22:11:49.571,14,2,invert,0.000000,1.715104,1.703096,0.677668,25466.25,26023.35,26,0.445704,1.772255,0.002188
780,2025-12-07 22:11:49.830,14,0,swap,0.000000,1.660379,1.653844,0.677330,25466.25,26023.35,26,0.445452,1.772255,0.002188
781,2025-12-07 22:11:50.029,14,1,insert,0.069589,1.763107,1.753259,0.676991,25466.25,26005.24,26,0.445074,1.772255,0.002188
782,2025-12-07 22:11:50.216,14,0,swap,0.000000,1.653844,1.647963,0.676652,25466.25,26005.24,26,0.444847,1.772255,0.002188
783,2025-12-07 22:11:50.405,14,5,cross,0.000000,1.772255,1.754532,0.676314,25466.25,26005.24,26,0.444166,1.754532,0.002188
784,2025-12-07 22:11:50.626,14,1,insert,0.000000,1.753259,1.735841,0.675976,25466.25,26005.24,26,0.443496,1.754532,0.002188
785,2025-12-07 22:11:50.813,14,4,oropt,0.000000,1.243152,1.276745,0.675638,25466.25,26005.24,26,0.444788,1.754532,0.002188
786,2025-12-07 22:11:51.005,14,5,cross,0.000000,1.754532,1.736987,0.675300,25466.25,26005.24,26,0.444113,1.736987,0.002188
787,2025-12-07 22:11:51.148,14,0,swap,0.000000,1.647963,1.639495,0.674962,25466.25,26005.24,26,0.443787,1.736987,0.002188
788,2025-12-07 22:11:51.397,14,5,cross,0.000000,1.736987,1.719617,0.674625,25466.25,26005.24,26,0.443119,1.735841,0.002188
789,2025-12-07 22:11:51.652,14,2,invert,0.000000,1.703096,1.689012,0.674288,25466.25,26005.24,26,0.442578,1.735841,0.002188
790,2025-12-07 22:11:51.921,14,1,insert,0.000000,1.735841,1.718482,0.673950,25466.25,26005.24,26,0.441910,1.719617,0.002188
791,2025-12-07 22:11:52.131,14,2,invert,0.000000,1.689012,1.674877,0.673613,25466.25,26005.24,26,0.441366,1.719617,0.002188
792,2025-12-07 22:11:52.312,14,0,swap,-0.609612,1.639495,1.569350,0.673277,25466.25,26163.77,26,0.438668,1.719617,0.002188
793,2025-12-07 22:11:52.547,14,5,cross,0.605918,1.719617,1.763013,0.672940,25466.25,26005.24,26,0.440337,1.763013,0.002188
794,2025-12-07 22:11:52.714,14,2,invert,0.000000,1.674877,1.666060,0.672604,25466.25,26005.24,26,0.439998,1.763013,0.002188
795,2025-12-07 22:11:52.967,14,1,insert,-0.145236,1.718482,1.690782,0.672267,25466.25,26043.01,26,0.438933,1.763013,0.002188
796,2025-12-07 22:11:53.180,14,2,invert,0.000000,1.666060,1.658125,0.671931,25466.25,26043.01,26,0.438628,1.763013,0.002188
797,2025-12-07 22:11:53.361,14,1,insert,-0.538522,1.690782,1.626522,0.671595,25466.25,26183.26,26,0.436156,1.763013,0.002188
798,2025-12-07 22:11:53.590,14,3,2opt,0.000000,0.196479,0.335502,0.671259,25466.25,26183.26,26,0.441503,1.763013,0.002188
799,2025-12-07 22:11:53.822,14,1,insert,0.144249,1.626522,1.636966,0.670924,25466.25,26145.49,26,0.441905,1.763013,0.002188
800,2025-12-07 22:11:54.038,14,2,invert,0.000000,1.658125,1.650984,0.670588,25466.25,26145.49,26,0.441630,1.763013,0.002188
801,2025-12-07 22:11:54.248,14,5,cross,0.536411,1.763013,1.799024,0.670253,25466.25,26005.24,26,0.443015,1.799024,0.002188
802,2025-12-07 22:11:54.479,14,4,oropt,0.000000,1.276745,1.310982,0.669918,25466.25,26005.24,26,0.444332,1.799024,0.002188
803,2025-12-07 22:11:54.682,14,0,swap,0.000000,1.569350,1.574327,0.669583,25466.25,26005.24,26,0.444524,1.799024,0.002188
804,2025-12-07 22:11:54.894,14,5,cross,0.000000,1.799024,1.781034,0.669248,25466.25,26005.24,26,0.443832,1.781034,0.002188
805,2025-12-07 22:11:55.149,14,1,insert,0.000000,1.636966,1.633563,0.668913,25466.25,26005.24,26,0.443701,1.781034,0.002188
806,2025-12-07 22:11:55.304,14,0,swap,0.000000,1.574327,1.577187,0.668579,25466.25,26005.24,26,0.443811,1.781034,0.002188
807,2025-12-07 22:11:55.489,14,5,cross,0.000000,1.781034,1.763223,0.668245,25466.25,26005.24,26,0.443126,1.763223,0.002188
808,2025-12-07 22:11:55.698,14,0,swap,0.000000,1.577187,1.578159,0.667911,25466.25,26005.24,26,0.443163,1.763223,0.002188
809,2025-12-07 22:11:55.838,14,5,cross,0.000000,1.763223,1.745591,0.667577,25466.25,26005.24,26,0.442485,1.745591,0.002188
810,2025-12-07 22:11:56.079,14,1,insert,0.000000,1.633563,1.627309,0.667243,25466.25,26005.24,26,0.442244,1.745591,0.002188
811,2025-12-07 22:11:56.303,14,4,oropt,0.000000,1.310982,1.336987,0.666909,25466.25,26005.24,26,0.443245,1.745591,0.002188
812,2025-12-07 22:11:56.535,14,0,swap,0.000000,1.578159,1.577446,0.666576,25466.25,26005.24,26,0.443217,1.745591,0.002188
813,2025-12-07 22:11:56.697,14,5,cross,0.000000,1.745591,1.728135,0.666243,25466.25,26005.24,26,0.442546,1.728135,0.002188
814,2025-12-07 22:11:56.916,14,5,cross,0.000000,1.728135,1.710854,0.665909,25466.25,26005.24,26,0.441881,1.710854,0.002188
815,2025-12-07 22:11:57.115,14,5,cross,0.000000,1.710854,1.693745,0.665576,25466.25,26005.24,26,0.441223,1.693745,0.002188
816,2025-12-07 22:11:57.313,14,5,cross,0.000000,1.693745,1.676808,0.665244,25466.25,26005.24,26,0.440572,1.676808,0.002188
817,2025-12-07 22:11:57.526,14,2,invert,0.000000,1.650984,1.636798,0.664911,25466.25,26005.24,26,0.440026,1.676808,0.002188
818,2025-12-07 22:11:57.729,14,0,swap,0.000000,1.577446,1.570614,0.664579,25466.25,26005.24,26,0.439763,1.676808,0.002188
819,2025-12-07 22:11:57.865,14,5,cross,0.000000,1.676808,1.660040,0.664246,25466.25,26005.24,26,0.439118,1.660040,0.002188
820,2025-12-07 22:11:58.062,14,4,oropt,0.000000,1.336987,1.352692,0.663914,25466.25,26005.24,26,0.439722,1.660040,0.002188
821,2025-12-07 22:11:58.342,14,3,2opt,0.000000,0.335502,0.451356,0.663582,25466.25,26005.24,26,0.444178,1.660040,0.002188
822,2025-12-07 22:11:58.500,14,5,cross,0.000000,1.660040,1.643439,0.663250,25466.25,26005.24,26,0.443540,1.643439,0.002188
823,2025-12-07 22:11:58.725,14,2,invert,0.000000,1.636798,1.621028,0.662919,25466.25,26005.24,26,0.442933,1.643439,0.002188
824,2025-12-07 22:11:58.917,14,0,swap,0.000000,1.570614,1.561462,0.662587,25466.25,26005.24,26,0.442581,1.643439,0.002188
825,2025-12-07 22:11:59.109,14,0,swap,0.000000,1.561462,1.553226,0.662256,25466.25,26005.24,26,0.442265,1.643439,0.002188
826,2025-12-07 22:11:59.319,14,1,insert,0.000000,1.627309,1.612488,0.661925,25466.25,26005.24,26,0.441694,1.643439,0.002188
827,2025-12-07 22:11:59.486,14,3,2opt,0.000000,0.451356,0.554130,0.661594,25466.25,26005.24,26,0.445647,1.643439,0.002188
828,2025-12-07 22:11:59.713,14,0,swap,0.000000,1.553226,1.545813,0.661263,25466.25,26005.24,26,0.445362,1.643439,0.002188
829,2025-12-07 22:11:59.865,14,5,cross,0.000000,1.643439,1.627005,0.660933,25466.25,26005.24,26,0.444730,1.627005,0.002188
830,2025-12-07 22:12:00.055,14,0,swap,0.000000,1.545813,1.537662,0.660602,25466.25,26005.24,26,0.444417,1.627005,0.002188
831,2025-12-07 22:12:00.248,14,2,invert,0.000000,1.621028,1.605355,0.660272,25466.25,26005.24,26,0.443814,1.627005,0.002188
832,2025-12-07 22:12:00.391,14,5,cross,0.000000,1.627005,1.610735,0.659942,25466.25,26005.24,26,0.443188,1.612488,0.002188
833,2025-12-07 22:12:00.565,14,5,cross,0.000000,1.610735,1.594785,0.659612,25466.25,26005.24,26,0.442575,1.612488,0.002188
834,2025-12-07 22:12:00.732,14,0,swap,0.000000,1.537662,1.529019,0.659282,25466.25,26005.24,26,0.442242,1.612488,0.002188
835,2025-12-07 22:12:00.959,14,0,swap,0.000000,1.529019,1.521241,0.658952,25466.25,26005.24,26,0.441943,1.612488,0.002188
836,2025-12-07 22:12:01.155,14,1,insert,0.000000,1.612488,1.596363,0.658623,25466.25,26005.24,26,0.441323,1.605355,0.002188
837,2025-12-07 22:12:01.361,14,2,invert,0.000000,1.605355,1.589302,0.658293,25466.25,26005.24,26,0.440705,1.596363,0.002188
838,2025-12-07 22:12:01.619,14,1,insert,0.000000,1.596363,1.580400,0.657964,25466.25,26005.24,26,0.440091,1.594785,0.002188
839,2025-12-07 22:12:01.877,14,0,swap,0.000000,1.521241,1.512648,0.657635,25466.25,26005.24,26,0.439761,1.594785,0.002188
840,2025-12-07 22:12:02.087,14,2,invert,0.000000,1.589302,1.573902,0.657306,25466.25,26005.24,26,0.439169,1.594785,0.002188
841,2025-12-07 22:12:02.336,14,4,oropt,0.000000,1.352692,1.360954,0.656978,25466.25,26005.24,26,0.439486,1.594785,0.002188
842,2025-12-07 22:12:02.582,14,1,insert,0.000000,1.580400,1.565890,0.656649,25466.25,26005.24,26,0.438928,1.594785,0.002188
843,2025-12-07 22:12:02.802,14,5,cross,0.000000,1.594785,1.578837,0.656321,25466.25,26005.24,26,0.438315,1.578837,0.002188
844,2025-12-07 22:12:02.983,14,5,cross,0.000000,1.578837,1.563049,0.655993,25466.25,26005.24,26,0.437708,1.573902,0.002188
845,2025-12-07 22:12:03.202,14,2,invert,0.000000,1.573902,1.558163,0.655665,25466.25,26005.24,26,0.437102,1.565890,0.002188
846,2025-12-07 22:12:03.377,14,3,2opt,-0.145236,0.554130,0.625123,0.655337,25466.25,26043.01,26,0.439833,1.565890,0.002188
847,2025-12-07 22:12:03.537,14,1,insert,0.145026,1.565890,1.564734,0.655009,25466.25,26005.24,26,0.439788,1.564734,0.002188
848,2025-12-07 22:12:03.752,14,0,swap,0.000000,1.512648,1.502209,0.654682,25466.25,26005.24,26,0.439387,1.564734,0.002188
849,2025-12-07 22:12:03.944,14,2,invert,0.000000,1.558163,1.543173,0.654354,25466.25,26005.24,26,0.438810,1.564734,0.002188
850,2025-12-07 22:12:04.189,14,3,2opt,0.000000,0.625123,0.703437,0.654027,25466.25,26005.24,26,0.441822,1.564734,0.002188
851,2025-12-07 22:12:04.401,14,1,insert,0.000000,1.564734,1.549087,0.653700,25466.25,26005.24,26,0.441221,1.563049,0.002188
852,2025-12-07 22:12:04.602,14,5,cross,0.000000,1.563049,1.547419,0.653373,25466.25,26005.24,26,0.440619,1.549087,0.002188
853,2025-12-07 22:12:04.827,14,2,invert,0.000000,1.543173,1.528274,0.653047,25466.25,26005.24,26,0.440046,1.549087,0.002188
854,2025-12-07 22:12:05.063,14,3,2opt,-0.539304,0.703437,0.718581,0.652720,25466.25,26145.49,26,0.440629,1.549087,0.002188
855,2025-12-07 22:12:05.277,14,1,insert,0.536411,1.549087,1.587237,0.652394,25466.25,26005.24,26,0.442096,1.587237,0.002188
856,2025-12-07 22:12:05.535,14,1,insert,0.000000,1.587237,1.571364,0.652068,25466.25,26005.24,26,0.441486,1.571364,0.002188
857,2025-12-07 22:12:05.781,14,1,insert,0.000000,1.571364,1.555651,0.651742,25466.25,26005.24,26,0.440881,1.555651,0.002188
858,2025-12-07 22:12:05.999,14,0,swap,0.000000,1.502209,1.491997,0.651416,25466.25,26005.24,26,0.440489,1.555651,0.002188
859,2025-12-07 22:12:06.212,14,1,insert,0.000000,1.555651,1.540094,0.651090,25466.25,26005.24,26,0.439890,1.547419,0.002188
860,2025-12-07 22:12:06.445,14,0,swap,0.000000,1.491997,1.482065,0.650765,25466.25,26005.24,26,0.439508,1.547419,0.002188
861,2025-12-07 22:12:06.738,14,5,cross,0.000000,1.547419,1.531944,0.650439,25466.25,26005.24,26,0.438913,1.540094,0.002188
862,2025-12-07 22:12:06.873,14,1,insert,0.000000,1.540094,1.524693,0.650114,25466.25,26005.24,26,0.438321,1.531944,0.002188
863,2025-12-07 22:12:07.034,14,1,insert,0.000000,1.524693,1.510099,0.649789,25466.25,26005.24,26,0.437759,1.531944,0.002188
864,2025-12-07 22:12:07.254,14,5,cross,0.000000,1.531944,1.516625,0.649464,25466.25,26005.24,26,0.437170,1.528274,0.002188
865,2025-12-07 22:12:07.520,14,1,insert,0.000000,1.510099,1.496634,0.649139,25466.25,26005.24,26,0.436652,1.528274,0.002188
866,2025-12-07 22:12:07.782,14,2,invert,0.000000,1.528274,1.512991,0.648815,25466.25,26005.24,26,0.436064,1.516625,0.002188
867,2025-12-07 22:12:07.984,14,1,insert,0.000000,1.496634,1.483467,0.648490,25466.25,26005.24,26,0.435558,1.516625,0.002188
868,2025-12-07 22:12:08.201,14,0,swap,0.000000,1.482065,1.470355,0.648166,25466.25,26005.24,26,0.435108,1.516625,0.002188
869,2025-12-07 22:12:08.411,14,5,cross,0.000000,1.516625,1.501459,0.647842,25466.25,26005.24,26,0.434524,1.512991,0.002188
870,2025-12-07 22:12:08.648,14,3,2opt,0.000000,0.718581,0.782892,0.647518,25466.25,26005.24,26,0.436998,1.512991,0.002188
871,2025-12-07 22:12:08.913,14,2,invert,0.000000,1.512991,1.497861,0.647194,25466.25,26005.24,26,0.436416,1.501459,0.002188
872,2025-12-07 22:12:09.121,14,0,swap,0.000000,1.470355,1.458450,0.646871,25466.25,26005.24,26,0.435958,1.501459,0.002188
873,2025-12-07 22:12:09.281,14,4,oropt,0.000000,1.360954,1.359990,0.646547,25466.25,26005.24,26,0.435921,1.501459,0.002188
874,2025-12-07 22:12:09.566,14,4,oropt,0.000000,1.359990,1.359122,0.646224,25466.25,26005.24,26,0.435888,1.501459,0.002188
875,2025-12-07 22:12:09.755,14,5,cross,0.000000,1.501459,1.486444,0.645901,25466.25,26005.24,26,0.435310,1.497861,0.002188
876,2025-12-07 22:12:09.991,14,5,cross,0.000000,1.486444,1.472607,0.645578,25466.25,26005.24,26,0.434778,1.497861,0.002188
877,2025-12-07 22:12:10.192,14,3,2opt,0.000000,0.782892,0.839410,0.645255,25466.25,26005.24,26,0.436952,1.497861,0.002188
878,2025-12-07 22:12:10.433,14,2,invert,0.000000,1.497861,1.482882,0.644932,25466.25,26005.24,26,0.436376,1.483467,0.002188
879,2025-12-07 22:12:10.619,14,1,insert,0.000000,1.483467,1.468632,0.644610,25466.25,26005.24,26,0.435805,1.482882,0.002188
880,2025-12-07 22:12:10.825,14,5,cross,0.000000,1.472607,1.458806,0.644288,25466.25,26005.24,26,0.435274,1.482882,0.002188
881,2025-12-07 22:12:11.026,14,1,insert,0.000000,1.468632,1.455228,0.643966,25466.25,26005.24,26,0.434759,1.482882,0.002188
882,2025-12-07 22:12:11.249,14,1,insert,0.000000,1.455228,1.443165,0.643644,25466.25,26005.24,26,0.434295,1.482882,0.002188
883,2025-12-07 22:12:11.394,14,5,cross,0.000000,1.458806,1.446385,0.643322,25466.25,26005.24,26,0.433817,1.482882,0.002188
884,2025-12-07 22:12:11.580,14,2,invert,0.000000,1.482882,1.468054,0.643000,25466.25,26005.24,26,0.433247,1.468054,0.002188
885,2025-12-07 22:12:11.826,14,4,oropt,0.000000,1.359122,1.355335,0.642679,25466.25,26005.24,26,0.433101,1.468054,0.002188
886,2025-12-07 22:12:12.072,14,3,2opt,0.000000,0.839410,0.887594,0.642357,25466.25,26005.24,26,0.434954,1.468054,0.002188
887,2025-12-07 22:12:12.296,14,2,invert,0.000000,1.468054,1.453373,0.642036,25466.25,26005.24,26,0.434390,1.458450,0.002188
888,2025-12-07 22:12:12.487,14,4,oropt,0.000000,1.355335,1.351062,0.641715,25466.25,26005.24,26,0.434225,1.458450,0.002188
889,2025-12-07 22:12:12.688,14,0,swap,0.000000,1.458450,1.443866,0.641394,25466.25,26005.24,26,0.433664,1.453373,0.002188
890,2025-12-07 22:12:12.937,14,2,invert,0.000000,1.453373,1.438839,0.641074,25466.25,26005.24,26,0.433105,1.446385,0.002188
891,2025-12-07 22:12:13.196,14,5,cross,0.000000,1.446385,1.431921,0.640753,25466.25,26005.24,26,0.432549,1.443866,0.002188
892,2025-12-07 22:12:13.424,14,0,swap,0.000000,1.443866,1.429427,0.640433,25466.25,26005.24,26,0.431994,1.443165,0.002188
893,2025-12-07 22:12:13.615,14,1,insert,0.000000,1.443165,1.428733,0.640112,25466.25,26005.24,26,0.431439,1.438839,0.002188
894,2025-12-07 22:12:13.830,14,5,cross,0.000000,1.431921,1.418224,0.639792,25466.25,26005.24,26,0.430912,1.438839,0.002188
895,2025-12-07 22:12:14.020,14,2,invert,0.000000,1.438839,1.424451,0.639472,25466.25,26005.24,26,0.430358,1.429427,0.002188
896,2025-12-07 22:12:14.205,14,3,2opt,0.000000,0.887594,0.927483,0.639153,25466.25,26005.24,26,0.431893,1.429427,0.002188
897,2025-12-07 22:12:14.424,14,5,cross,-0.145236,1.418224,1.390527,0.638833,25466.25,26043.01,26,0.430827,1.429427,0.002188
898,2025-12-07 22:12:14.650,14,0,swap,0.000000,1.429427,1.415133,0.638514,25466.25,26043.01,26,0.430278,1.428733,0.002188
899,2025-12-07 22:12:14.830,14,1,insert,0.000000,1.428733,1.414446,0.638194,25466.25,26043.01,26,0.429728,1.424451,0.002188
900,2025-12-07 22:12:15.005,14,2,invert,0.000000,1.424451,1.410206,0.637875,25466.25,26043.01,26,0.429180,1.415133,0.002188
901,2025-12-07 22:12:15.216,14,0,swap,0.145026,1.415133,1.415484,0.637556,25466.25,26005.24,26,0.429194,1.415484,0.002188
902,2025-12-07 22:12:15.423,14,1,insert,0.000000,1.414446,1.400395,0.637238,25466.25,26005.24,26,0.428653,1.415484,0.002188
903,2025-12-07 22:12:15.628,14,3,2opt,0.000000,0.927483,0.962128,0.636919,25466.25,26005.24,26,0.429986,1.415484,0.002188
904,2025-12-07 22:12:15.835,14,0,swap,-0.609612,1.415484,1.340368,0.636601,25466.25,26163.77,26,0.427097,1.410206,0.002188
905,2025-12-07 22:12:16.058,14,1,insert,0.000000,1.400395,1.387274,0.636282,25466.25,26163.77,26,0.426592,1.410206,0.002188
906,2025-12-07 22:12:16.313,14,2,invert,0.000000,1.410206,1.396104,0.635964,25466.25,26163.77,26,0.426050,1.396104,0.002188
907,2025-12-07 22:12:16.463,14,2,invert,-50.774419,1.396104,-3.695299,0.635646,25466.25,39448.28,26,0.230226,1.390527,-3.695299
908,2025-12-07 22:12:16.627,14,5,cross,2.078786,1.390527,1.584500,0.635328,25466.25,38628.23,26,0.237687,1.584500,-3.695299
909,2025-12-07 22:12:16.797,14,5,cross,2.453573,1.584500,1.814012,0.635011,25466.25,37680.46,26,0.246514,1.814012,-3.695299
910,2025-12-07 22:12:17.015,14,0,swap,1.984441,1.340368,1.568037,0.634693,25466.25,36932.71,26,0.255271,1.814012,-3.695299
911,2025-12-07 22:12:17.153,14,5,cross,1.590995,1.814012,1.954972,0.634376,25466.25,36345.12,26,0.260692,1.954972,-3.695299
912,2025-12-07 22:12:17.392,14,5,cross,1.838231,1.954972,2.119245,0.634059,25466.25,35677.01,26,0.267011,2.119245,-3.695299
913,2025-12-07 22:12:17.568,14,5,cross,1.565126,2.119245,2.254565,0.633742,25466.25,35118.62,26,0.272215,2.254565,-3.695299
914,2025-12-07 22:12:17.739,14,4,oropt,1.244318,1.351062,1.543298,0.633425,25466.25,34681.63,26,0.279609,2.254565,-3.695299
915,2025-12-07 22:12:17.927,14,0,swap,1.367232,1.568037,1.750867,0.633108,25466.25,34207.45,26,0.286641,2.254565,-3.695299
916,2025-12-07 22:12:18.113,14,3,2opt,1.545517,0.962128,1.223378,0.632791,25466.25,33678.77,26,0.296689,2.254565,-3.695299
917,2025-12-07 22:12:18.331,14,5,cross,0.824381,2.254565,2.314458,0.632475,25466.25,33401.13,26,0.298992,2.314458,-3.695299
918,2025-12-07 22:12:18.510,14,5,cross,1.012353,2.314458,2.392548,0.632159,25466.25,33062.99,26,0.301996,2.392548,-3.695299
919,2025-12-07 22:12:18.748,14,5,cross,1.010138,2.392548,2.469637,0.631843,25466.25,32729.01,26,0.304961,2.469637,-3.695299
920,2025-12-07 22:12:19.051,14,0,swap,1.012050,1.750867,1.899253,0.631527,25466.25,32397.78,26,0.310668,2.469637,-3.695299
921,2025-12-07 22:12:19.295,14,0,swap,1.145017,1.899253,2.046096,0.631211,25466.25,32026.82,26,0.316316,2.469637,-3.695299
922,2025-12-07 22:12:19.550,14,5,cross,0.948473,2.469637,2.539788,0.630895,25466.25,31723.05,26,0.319014,2.539788,-3.695299
923,2025-12-07 22:12:19.819,14,5,cross,0.927691,2.539788,2.607159,0.630580,25466.25,31428.76,26,0.321605,2.607159,-3.695299
924,2025-12-07 22:12:20.215,14,5,cross,0.879122,2.607159,2.668999,0.630265,25466.25,31152.46,26,0.323984,2.668999,-3.695299
925,2025-12-07 22:12:20.459,14,4,oropt,0.826067,1.543298,1.711785,0.629950,25466.25,30895.12,26,0.330464,2.668999,-3.695299
926,2025-12-07 22:12:20.769,14,4,oropt,0.416467,1.711785,1.822463,0.629635,25466.25,30766.45,26,0.334721,2.668999,-3.695299
927,2025-12-07 22:12:21.024,14,5,cross,0.412180,2.668999,2.683527,0.629320,25466.25,30639.64,26,0.335279,2.683527,-3.695299
928,2025-12-07 22:12:21.331,14,5,cross,0.604211,2.683527,2.717113,0.629005,25466.25,30454.51,26,0.336571,2.717113,-3.695299
929,2025-12-07 22:12:21.607,14,1,insert,0.612002,1.387274,1.554287,0.628691,25466.25,30268.13,26,0.342995,2.717113,-3.695299
930,2025-12-07 22:12:21.906,14,5,cross,0.434143,2.717113,2.733356,0.628376,25466.25,30136.72,26,0.343620,2.733356,-3.695299
931,2025-12-07 22:12:22.210,14,0,swap,0.986979,2.046096,2.186187,0.628062,25466.25,29839.28,26,0.349008,2.733356,-3.695299
932,2025-12-07 22:12:22.465,14,4,oropt,0.471846,1.822463,1.933403,0.627748,25466.25,29698.48,26,0.353275,2.733356,-3.695299
933,2025-12-07 22:12:22.764,14,0,swap,0.463541,2.186187,2.259924,0.627434,25466.25,29560.82,26,0.356111,2.733356,-3.695299
934,2025-12-07 22:12:23.090,14,5,cross,0.429223,2.733356,2.748945,0.627120,25466.25,29433.94,26,0.356710,2.748945,-3.695299
935,2025-12-07 22:12:23.466,14,2,invert,0.611258,-3.695299,-3.017238,0.626807,25466.25,29254.02,26,0.382789,2.748945,-3.017238
936,2025-12-07 22:12:23.754,14,5,cross,0.115789,2.748945,2.733035,0.626493,25466.25,29220.15,26,0.382178,2.733035,-3.017238
937,2025-12-07 22:12:24.060,14,5,cross,0.401882,2.733035,2.745892,0.626180,25466.25,29102.72,26,0.382672,2.745892,-3.017238
938,2025-12-07 22:12:24.352,14,1,insert,0.358476,1.554287,1.681836,0.625867,25466.25,28998.39,26,0.387578,2.745892,-3.017238
939,2025-12-07 22:12:24.596,14,2,invert,0.392399,-3.017238,-2.429144,0.625554,25466.25,28884.60,26,0.410197,2.745892,-2.429144
940,2025-12-07 22:12:24.887,14,5,cross,0.190032,2.745892,2.737437,0.625241,25466.25,28829.71,26,0.409872,2.737437,-2.429144
941,2025-12-07 22:12:25.131,14,0,swap,0.408912,2.259924,2.321192,0.624929,25466.25,28711.82,26,0.412228,2.737437,-2.429144
942,2025-12-07 22:12:25.427,14,3,2opt,0.710782,1.223378,1.418488,0.624616,25466.25,28507.75,26,0.419732,2.737437,-2.429144
943,2025-12-07 22:12:25.749,14,4,oropt,0.466395,1.933403,2.033072,0.624304,25466.25,28374.79,26,0.423566,2.737437,-2.429144
944,2025-12-07 22:12:26.089,14,5,cross,0.390914,2.737437,2.749154,0.623992,25466.25,28263.87,26,0.424016,2.749154,-2.429144
945,2025-12-07 22:12:26.386,14,1,insert,0.309237,1.681836,1.792000,0.623680,25466.25,28176.46,26,0.428253,2.749154,-2.429144
946,2025-12-07 22:12:26.682,14,5,cross,0.600872,2.749154,2.781749,0.623368,25466.25,28007.16,26,0.429507,2.781749,-2.429144
947,2025-12-07 22:12:26.961,14,5,cross,0.268409,2.781749,2.780773,0.623056,25466.25,27931.99,26,0.429470,2.780773,-2.429144
948,2025-12-07 22:12:27.261,14,3,2opt,0.257272,1.418488,1.552636,0.622745,25466.25,27860.12,26,0.434629,2.780773,-2.429144
949,2025-12-07 22:12:27.528,14,5,cross,0.275385,2.780773,2.780504,0.622433,25466.25,27783.40,26,0.434619,2.780504,-2.429144
950,2025-12-07 22:12:27.810,14,5,cross,0.246763,2.780504,2.777375,0.622122,25466.25,27714.84,26,0.434498,2.777375,-2.429144
951,2025-12-07 22:12:28.151,14,5,cross,0.273849,2.777375,2.776986,0.621811,25466.25,27638.95,26,0.434483,2.776986,-2.429144
952,2025-12-07 22:12:28.427,14,5,cross,0.246304,2.776986,2.773847,0.621500,25466.25,27570.87,26,0.434363,2.773847,-2.429144
953,2025-12-07 22:12:28.672,14,4,oropt,0.248114,2.033072,2.104222,0.621190,25466.25,27502.46,26,0.437099,2.773847,-2.429144
954,2025-12-07 22:12:28.949,14,5,cross,0.216440,2.773847,2.767752,0.620879,25466.25,27442.94,26,0.436865,2.767752,-2.429144
955,2025-12-07 22:12:29.210,14,1,insert,0.222649,1.792000,1.884163,0.620568,25466.25,27381.83,26,0.440410,2.767752,-2.429144
956,2025-12-07 22:12:29.487,14,3,2opt,0.420673,1.552636,1.688537,0.620258,25466.25,27266.65,26,0.445637,2.767752,-2.429144
957,2025-12-07 22:12:29.711,14,5,cross,0.075903,2.767752,2.747665,0.619948,25466.25,27245.95,26,0.444864,2.747665,-2.429144
958,2025-12-07 22:12:30.001,14,5,cross,0.214359,2.747665,2.741624,0.619638,25466.25,27187.55,26,0.444632,2.741624,-2.429144
