ScenarioId;Filename;Iterations;TabuSize;MutationType;UseRL;Repeat;Seed;GreedyOjective;GreedyTotalCost;GreedyTotalPenalty;GreedyTotalVehicleOperationTime;Objective;TotalCost;TotalPenalty;TotalVehicleOperationTime;RoutesCount;DurationMs;GTR
0;pliki//100 lokacji//C101.txt;200;50;RL;True;1;7042;30186.440719764298;2895.762978516167;13863.530638307248;13427.147102940882;26358.694348677484;2215.4285396999667;11898.943375196834;12244.322433780684;24;30081.8375;0,63,11,9,0,0,20,41,40,72,61,0,0,25,35,46,0,0,43,54,53,59,0,0,5,7,10,16,0,0,98,96,71,84,89,0,0,32,31,29,30,23,0,0,13,18,19,34,36,0,0,57,56,55,44,0,0,81,83,74,0,0,24,27,15,14,0,0,67,62,73,70,0,0,78,76,79,80,77,0,0,87,86,82,85,100,0,0,3,6,8,0,0,75,21,49,47,0,0,22,45,48,51,50,52,0,0,26,28,4,2,0,0,90,99,97,92,0,0,69,68,64,66,0,0,33,37,38,39,0,0,88,91,12,17,0,0,95,94,93,1,0,0,42,60,58,65,0
