ScenarioId,Filename,Iterations,TabuSize,MutationType,UseRL,Repeat,Seed,GreedyObjective,GreedyTotalCost,GreedyTotalPenalty,GreedyTotalVehicleOperationTime,Objective,TotalCost,TotalPenalty,TotalVehicleOperationTime,RoutesCount,DurationMs,GTR,algorithm
28,pliki//100 lokacji//R101.txt,200,50,swap,False,2,35043,7608.568247798001,670.5423202407532,5807.483607316495,1130.5423202407533,4059.8119214582744,995.6647405615472,1608.4824403351797,1455.6647405615472,8,300008.3805,0;62;85;54;55;24;58;0;0;16;88;90;32;10;13;0;0;28;27;98;61;97;74;26;0;0;69;25;40;4;68;80;0;0;95;52;86;17;60;48;0;0;31;21;53;3;77;70;0;0;76;43;6;37;96;91;100;89;0;0;94;0,TabuSearch
29,pliki//100 lokacji//R101.txt,200,50,swap,False,2,36042,8384.02613365102,844.6382459172364,6184.749641816547,1354.6382459172364,4291.092016114157,1049.9775272312875,1681.1369616515817,1559.9775272312875,8,300009.0489,0;32;53;94;0;0;12;52;88;74;4;25;54;0;0;31;40;57;87;6;96;0;0;46;3;97;13;58;0;0;76;62;7;18;84;17;60;89;0;0;27;95;90;10;66;1;70;0;0;69;35;26;50;68;80;77;0;0;28;98;41;37;43;91;100;93;0,TabuSearch
29,pliki//100 lokacji//R101.txt,200,50,swap,False,2,36043,8384.02613365102,844.6382459172364,6184.749641816547,1354.6382459172364,4186.058108790072,1063.5588088485065,1548.9404910930593,1573.5588088485065,8,300003.2444,0;84;12;3;50;32;1;0;0;27;95;10;35;66;70;0;0;62;52;40;41;4;25;54;0;0;88;98;46;97;91;100;93;0;0;28;31;87;6;17;60;89;0;0;90;76;26;74;68;80;77;0;0;18;69;94;53;0;0;7;57;43;37;96;13;58;0,TabuSearch
30,pliki//100 lokacji//R101.txt,200,50,swap,False,2,37042,7834.966820778658,746.2675593474773,5892.431702083703,1196.2675593474773,3998.6058335202397,975.8150513423814,1596.975730835477,1425.8150513423818,8,300004.6771,0;76;27;69;57;43;100;58;0;0;86;46;10;1;89;0;0;79;85;37;25;80;77;0;0;32;88;78;50;70;48;0;0;18;95;98;40;6;13;96;60;0;0;61;52;94;53;26;0;0;12;84;87;97;91;17;93;0;0;28;0,TabuSearch
30,pliki//100 lokacji//R101.txt,200,50,swap,False,2,37043,7834.966820778658,746.2675593474773,5892.431702083703,1196.2675593474773,4018.221079566732,863.4757885025999,1841.2695025615326,1313.4757885025997,8,300010.8317,0;12;52;88;84;37;96;60;48;0;0;28;27;0;0;25;76;79;78;50;1;89;0;0;86;85;0;0;98;53;18;10;32;70;77;0;0;69;80;40;94;6;97;13;0;0;43;61;87;26;0;0;95;57;46;17;91;100;93;58;0,TabuSearch
31,pliki//100 lokacji//R101.txt,200,50,swap,False,2,38042,7936.66090763341,735.7457906135149,6025.16932640638,1175.7457906135148,3866.221193891641,889.4009198829613,1647.4193541257189,1329.4009198829613,7,300019.3112,0;35;79;68;0;0;61;76;12;25;55;24;80;58;0;0;84;52;40;96;17;60;89;0;0;86;53;6;94;0;0;28;46;18;91;97;37;100;93;0;0;27;95;81;1;50;20;70;0;0;69;98;57;43;13;26;77;0,TabuSearch
31,pliki//100 lokacji//R101.txt,200,50,swap,False,2,38043,7936.66090763341,735.7457906135149,6025.16932640638,1175.7457906135148,3835.014984140652,953.9562196076665,1487.1025449253189,1393.9562196076665,7,300017.7377,0;61;57;68;50;20;70;1;0;0;79;18;84;26;25;58;0;0;52;46;86;96;13;0;0;69;27;76;43;97;60;89;0;0;35;17;91;37;100;93;0;0;95;28;40;53;6;94;0;0;98;12;81;55;24;80;77;0,TabuSearch
32,pliki//100 lokacji//R101.txt,200,50,swap,False,2,39042,8247.958522864299,731.272109753485,6315.414303357329,1201.272109753485,4269.615546528572,1009.5915584125104,1780.4324297035514,1479.5915584125103,8,300012.7447,0;32;87;26;0;0;90;43;97;100;13;58;0;0;79;99;6;84;17;91;93;0;0;95;52;22;37;96;60;89;0;0;42;73;3;34;35;77;1;70;0;0;28;27;94;40;53;0;0;88;69;85;74;56;25;80;0;0;68;76;12;10;0,TabuSearch
32,pliki//100 lokacji//R101.txt,200,50,swap,False,2,39043,8247.958522864299,731.272109753485,6315.414303357329,1201.272109753485,4226.042589008856,1000.0748601504941,1755.892868707868,1470.074860150494,8,300006.128,0;34;22;74;43;13;58;0;0;69;28;35;3;68;77;0;0;42;79;32;70;1;89;0;0;12;27;0;0;88;40;87;53;56;25;80;0;0;95;90;10;96;60;17;93;0;0;76;52;99;94;6;26;0;0;84;73;85;37;97;91;100;0,TabuSearch
33,pliki//100 lokacji//R101.txt,200,50,swap,False,2,40042,8667.58654928288,756.7612349692365,6664.064079344406,1246.7612349692365,4622.065663541533,1030.1493409567165,2071.7669816280995,1520.1493409567165,9,300006.3932,0;78;18;84;17;60;93;13;58;0;0;95;31;8;46;37;100;91;0;0;22;81;20;32;0;0;61;73;6;97;96;89;1;0;0;28;0;0;48;40;74;55;24;80;77;0;0;69;27;41;68;4;25;0;0;70;12;3;50;26;0;0;76;52;94;53;0,TabuSearch
33,pliki//100 lokacji//R101.txt,200,50,swap,False,2,40043,8667.58654928288,756.7612349692365,6664.064079344406,1246.7612349692365,4606.476024519159,1054.3697188903013,2007.7365867385558,1544.3697188903016,8,300004.3975,0;48;53;6;94;0;0;20;31;4;55;24;80;77;0;0;40;69;76;3;89;60;17;93;0;0;12;52;32;25;58;0;0;78;18;26;68;1;70;0;0;28;61;46;84;37;100;91;13;0;0;81;50;8;97;96;0;0;95;27;73;41;22;74;0,TabuSearch
34,pliki//100 lokacji//R101.txt,200,50,swap,False,2,41042,7928.885457020038,736.1543879597266,6016.576681100585,1176.1543879597266,3735.5393608761933,926.6613791650132,1442.2166025461665,1366.6613791650132,7,300004.2238,0;95;21;6;94;56;74;0;0;31;27;52;53;0;0;28;66;90;97;60;89;58;0;0;46;61;43;91;17;100;93;0;0;84;73;40;37;96;13;0;0;7;69;87;26;4;25;24;0;0;44;98;10;20;70;1;77;0,TabuSearch
34,pliki//100 lokacji//R101.txt,200,50,swap,False,2,41043,7928.885457020038,736.1543879597266,6016.576681100585,1176.1543879597266,3809.3186210268614,973.7419788466975,1421.8346633334666,1413.7419788466975,7,300003.1188,0;6;27;52;20;4;74;58;0;0;21;7;90;10;17;100;93;0;0;31;73;53;26;0;0;44;40;87;96;91;60;89;0;0;28;95;61;43;56;25;24;0;0;46;94;84;37;97;13;0;0;69;98;66;70;1;77;0,TabuSearch
35,pliki//100 lokacji//R101.txt,200,50,swap,False,2,42042,8870.500558507303,829.3867098191241,6661.727138869054,1379.3867098191242,4953.875704408785,1099.0836399989275,2205.70842441093,1649.0836399989275,9,300013.7048,0;31;52;94;0;0;69;27;28;12;53;0;0;86;88;18;96;60;89;0;0;95;76;22;74;25;4;80;0;0;85;87;99;17;46;1;0;0;2;82;8;84;48;70;0;0;56;57;3;68;54;24;77;0;0;15;50;26;37;93;91;100;0;0;41;73;40;6;43;97;13;58;0,TabuSearch
35,pliki//100 lokacji//R101.txt,200,50,swap,False,2,42043,8870.500558507303,829.3867098191241,6661.727138869054,1379.3867098191242,4929.0707146981385,1081.4102455102347,2216.2502236776695,1631.4102455102347,9,300005.0461,0;46;88;48;0;0;28;95;99;41;74;56;25;80;77;0;0;50;84;87;57;97;13;0;0;52;27;69;18;86;17;60;0;0;82;76;24;68;3;70;1;0;0;31;22;6;37;96;89;0;0;8;40;53;43;93;91;100;0;0;15;2;73;54;26;4;58;0;0;12;85;94;0,TabuSearch
36,pliki//100 lokacji//R101.txt,200,50,swap,False,2,43042,8615.178747284226,847.5879678259134,6400.0028116324,1367.5879678259134,4597.910909938044,1130.7942469340821,1816.3224160698792,1650.794246934082,9,300012.1572,0;95;12;40;3;24;77;0;0;62;99;84;4;25;58;0;0;28;88;53;60;6;97;17;89;0;0;98;52;46;8;96;37;100;93;0;0;7;69;76;79;26;91;13;0;0;43;18;48;10;70;1;0;0;49;30;50;0;0;31;27;0;0;61;94;85;54;55;80;0,TabuSearch
36,pliki//100 lokacji//R101.txt,200,50,swap,False,2,43043,8615.178747284226,847.5879678259134,6400.0028116324,1367.5879678259134,4528.308923563727,1132.8715576304844,1742.5658083027586,1652.871557630484,9,300034.911,0;62;18;50;3;24;4;0;0;85;88;84;8;60;91;13;58;0;0;30;43;96;17;100;93;0;0;69;28;99;37;26;54;55;25;0;0;7;98;46;10;48;89;0;0;31;27;0;0;52;79;76;94;6;97;0;0;61;49;70;77;80;1;0;0;95;12;40;53;0,TabuSearch
37,pliki//100 lokacji//R101.txt,200,50,swap,False,2,44042,8419.429066803967,866.7083502721251,6186.012366259716,1366.708350272125,4672.374626153189,1089.6742786835873,1993.0260687860134,1589.6742786835875,9,300014.0656,0;95;32;51;10;1;70;0;0;31;40;55;4;26;0;0;52;28;12;37;97;96;0;0;38;44;6;74;13;58;0;0;20;85;60;89;0;0;35;3;79;50;24;25;80;0;0;27;98;94;53;0;0;30;69;41;43;91;100;93;0;0;17;88;34;77;68;0,TabuSearch
37,pliki//100 lokacji//R101.txt,200,50,swap,False,2,44043,8419.429066803967,866.7083502721251,6186.012366259716,1366.708350272125,4630.195479377757,1072.5958603072572,1985.0037587632416,1572.5958603072572,9,300006.8995,0;27;0;0;31;94;40;53;6;0;0;35;79;10;20;32;0;0;30;12;26;34;77;0;0;95;4;41;74;43;91;100;0;0;85;52;3;55;25;24;80;0;0;51;69;88;97;37;96;13;58;0;0;44;68;50;70;1;0;0;28;98;38;89;17;60;93;0,TabuSearch
38,pliki//100 lokacji//R101.txt,200,50,swap,False,2,45042,8204.614144109717,834.6628504166349,6045.288443276447,1324.662850416635,4101.48277004561,1010.4817550312531,1590.5192599831037,1500.4817550312532,8,300017.9205,0;43;61;94;37;97;96;0;0;90;6;10;48;60;89;0;0;95;28;53;0;0;52;27;88;18;50;26;0;0;29;40;87;17;93;13;58;0;0;46;81;24;68;80;77;0;0;84;76;3;34;35;70;1;0;0;31;69;12;25;54;55;91;100;0,TabuSearch
38,pliki//100 lokacji//R101.txt,200,50,swap,False,2,45043,8204.614144109717,834.6628504166349,6045.288443276447,1324.662850416635,4300.948247576232,998.3692750525968,1814.2096974710378,1488.3692750525968,8,300018.5081,0;95;76;35;50;80;77;1;0;0;28;27;52;18;53;0;0;43;61;94;6;0;0;90;88;81;3;26;0;0;31;84;46;10;48;70;0;0;29;12;40;37;60;96;13;89;0;0;34;54;97;17;93;91;100;0;0;69;87;68;24;55;25;58;0,TabuSearch
39,pliki//100 lokacji//R101.txt,200,50,swap,False,2,46042,8691.320770942377,887.5750118251932,6416.170747291991,1387.5750118251933,4638.587994460289,1083.264856520365,1972.0582814195589,1583.264856520365,8,300001.598,0;7;52;51;20;48;89;100;0;0;40;27;24;3;68;1;0;0;95;69;18;85;17;60;0;0;98;12;97;6;37;91;58;0;0;34;26;53;94;96;0;0;35;76;81;25;80;77;0;0;28;30;88;8;46;93;13;0;0;43;87;84;10;32;70;0,TabuSearch
39,pliki//100 lokacji//R101.txt,200,50,swap,False,2,46043,8691.320770942377,887.5750118251932,6416.170747291991,1387.5750118251933,4660.033031193407,1028.0682643042335,2103.8965025849407,1528.068264304233,8,300002.5273,0;28;30;8;84;37;93;91;100;0;0;46;88;18;10;13;58;0;0;7;40;87;94;6;26;0;0;81;12;53;97;96;0;0;27;25;32;1;77;80;0;0;69;52;76;20;70;48;89;0;0;35;51;3;34;24;68;0;0;98;95;43;85;17;60;0,TabuSearch
40,pliki//100 lokacji//R101.txt,200,50,swap,False,2,47042,8489.988275089188,788.5160920606992,6402.95609096779,1298.5160920606995,4593.4941036425425,1104.275687499599,1874.9427286433447,1614.275687499599,8,300014.274,0;52;20;18;37;97;91;100;93;0;0;12;44;96;13;26;0;0;10;53;22;56;24;80;58;0;0;95;31;50;3;55;77;0;0;7;76;78;74;4;25;0;0;28;69;40;84;60;17;48;89;0;0;27;21;79;35;1;0;0;86;98;6;94;32;70;0,TabuSearch
40,pliki//100 lokacji//R101.txt,200,50,swap,False,2,47043,8489.988275089188,788.5160920606992,6402.95609096779,1298.5160920606995,4551.780102712093,1067.2105048417038,1907.3590930286862,1577.2105048417038,8,300001.7478,0;76;28;40;53;26;0;0;86;98;6;84;60;17;48;0;0;95;31;55;24;77;80;58;0;0;12;52;79;3;1;50;0;0;18;35;78;20;32;70;89;0;0;69;27;56;4;37;13;0;0;21;44;94;96;97;74;25;0;0;22;7;10;91;100;93;0,TabuSearch
41,pliki//100 lokacji//R101.txt,200,50,swap,False,2,48042,8385.934221376017,779.763499378522,6376.407222618974,1229.763499378522,4221.104372448935,947.3924424690897,1876.319487510755,1397.3924424690897,7,300009.4771,0;28;87;60;24;54;25;58;0;0;30;69;35;20;10;48;0;0;46;53;26;97;96;13;89;0;0;76;18;66;32;70;1;0;0;8;52;88;3;50;68;77;0;0;27;55;6;37;17;91;100;93;0;0;31;12;40;94;0,TabuSearch
41,pliki//100 lokacji//R101.txt,200,50,swap,False,2,48043,8385.934221376017,779.763499378522,6376.407222618974,1229.763499378522,4168.048333931599,971.4043997889983,1775.2395343536023,1421.4043997889983,7,300002.91,0;46;94;6;48;60;89;0;0;30;69;76;53;68;24;25;58;0;0;31;12;18;97;96;17;0;0;28;88;40;87;37;13;0;0;27;35;55;54;91;100;93;0;0;8;3;26;50;1;77;0;0;52;66;10;32;20;70;0,TabuSearch
42,pliki//100 lokacji//R101.txt,200,50,swap,False,2,49042,8271.121794782066,797.4600905987293,6186.201613584609,1287.460090598729,4163.253571768893,985.8305333338742,1701.5925051011454,1475.8305333338742,8,300008.4542,0;2;6;40;87;54;24;80;77;0;0;31;12;73;26;56;74;0;0;55;53;18;48;60;17;93;0;0;76;52;99;84;96;4;25;58;0;0;95;90;88;10;32;70;1;0;0;94;27;35;50;13;0;0;28;0;0;62;69;8;37;91;100;89;0,TabuSearch
42,pliki//100 lokacji//R101.txt,200,50,swap,False,2,49043,8271.121794782066,797.4600905987293,6186.201613584609,1287.460090598729,4098.890649532614,1009.463296930137,1589.9640556723393,1499.463296930137,7,300004.6308,0;2;31;18;17;100;93;89;0;0;76;27;40;53;6;26;4;25;0;0;87;88;48;37;91;96;60;0;0;69;84;94;99;10;32;70;0;0;95;52;8;56;74;13;0;0;12;28;90;50;35;1;0;0;62;73;55;54;24;80;77;58;0,TabuSearch
43,pliki//100 lokacji//R101.txt,200,50,swap,False,2,50042,8516.416334198062,882.2872360654071,6231.841862067248,1402.2872360654071,4514.854768486364,1074.14115854226,1846.5724514018448,1594.1411585422597,8,300010.8243,0;88;57;94;74;68;77;0;0;95;12;76;26;54;55;24;25;0;0;43;73;40;60;48;89;0;0;30;52;18;84;96;0;0;34;7;17;91;93;100;58;0;0;56;2;99;6;37;97;13;0;0;27;53;28;51;78;80;1;0;0;69;46;20;66;35;70;0,TabuSearch
43,pliki//100 lokacji//R101.txt,200,50,swap,False,2,50043,8516.416334198062,882.2872360654071,6231.841862067248,1402.2872360654071,4500.562650167309,1003.2817416805356,1973.9991668062376,1523.2817416805356,8,300007.1714,0;2;76;78;20;66;35;77;0;0;99;73;6;94;96;0;0;30;46;48;60;89;0;0;95;28;53;57;43;74;0;0;51;18;84;37;97;13;0;0;69;27;52;88;7;26;1;70;0;0;34;40;17;91;100;93;58;0;0;56;12;25;55;54;24;80;68;0,TabuSearch
44,pliki//100 lokacji//R101.txt,200,50,swap,False,2,51042,7972.422096552639,784.2929878334742,5903.83612088569,1284.2929878334742,4188.074475469562,1053.7849604310975,1580.5045546073661,1553.7849604310977,8,300010.3707,0;61;76;10;60;93;100;0;0;27;86;87;57;43;74;0;0;2;12;6;91;96;97;58;0;0;88;35;50;3;54;24;80;0;0;62;69;18;37;17;13;89;0;0;31;40;94;53;0;0;95;22;73;20;70;1;77;0;0;52;28;99;56;4;26;0,TabuSearch
44,pliki//100 lokacji//R101.txt,200,50,swap,False,2,51043,7972.422096552639,784.2929878334742,5903.83612088569,1284.2929878334742,4169.5314283346,1008.378212918184,1652.775002498231,1508.378212918184,8,300005.0436,0;61;56;43;13;58;0;0;31;73;57;37;96;60;89;0;0;86;99;6;20;1;0;0;12;27;35;26;4;74;0;0;2;95;87;18;10;70;0;0;22;76;3;50;24;54;80;77;0;0;62;69;88;17;91;97;100;93;0;0;52;28;40;94;53;0,TabuSearch
45,pliki//100 lokacji//R101.txt,200,50,swap,False,2,52042,7668.0444856241975,714.5593583064679,5798.925769011263,1154.5593583064679,3788.1912454877906,939.3162694192177,1469.5587066493551,1379.3162694192179,7,300001.6651,0;61;79;3;26;74;0;0;52;27;76;6;53;60;89;0;0;95;69;8;84;17;37;100;93;0;0;88;12;90;10;70;1;0;0;28;86;94;24;55;80;0;0;98;82;91;46;48;0;0;43;40;57;96;97;13;58;0,TabuSearch
45,pliki//100 lokacji//R101.txt,200,50,swap,False,2,52043,7668.0444856241975,714.5593583064679,5798.925769011263,1154.5593583064679,3766.5582694815103,881.798117301186,1562.9620348791382,1321.798117301186,7,300014.8952,0;61;52;94;10;70;1;0;0;90;88;48;74;55;80;0;0;95;27;40;53;0;0;12;46;8;84;60;17;100;93;0;0;98;76;79;3;24;26;0;0;69;86;6;91;97;13;58;0;0;28;82;57;43;37;96;89;0,TabuSearch
46,pliki//100 lokacji//R101.txt,200,50,swap,False,2,53042,8218.592918426739,857.0698402328206,5904.453237961098,1457.0698402328203,4800.0546463951705,1096.357399837276,2007.3398467206184,1696.3573998372763,10,300011.0992,0;5;21;73;57;41;43;58;0;0;82;83;94;99;6;60;13;0;0;27;31;69;88;10;0;0;2;28;85;96;97;91;37;89;0;0;12;48;7;50;1;70;0;0;76;75;40;0;0;19;53;26;55;25;4;74;0;0;59;95;0;0;62;22;56;54;24;80;77;0;0;18;52;46;84;8;17;100;93;0,TabuSearch
46,pliki//100 lokacji//R101.txt,200,50,swap,False,2,53043,8218.592918426739,857.0698402328206,5904.453237961098,1457.0698402328203,4851.248557360013,1182.4708601864768,1886.3068369870603,1782.4708601864766,9,300012.6054,0;83;52;99;46;48;89;0;0;19;94;25;4;54;0;0;95;75;22;41;57;97;37;0;0;27;2;21;73;40;74;24;80;77;0;0;59;18;6;84;8;10;0;0;69;28;12;85;91;43;58;0;0;55;76;53;26;96;17;93;0;0;5;82;56;13;60;100;0;0;62;31;88;7;50;1;70;0,TabuSearch
47,pliki//100 lokacji//R101.txt,200,50,swap,False,2,54042,8565.117071092447,786.3447623864301,6492.427546319587,1286.34476238643,4784.364252356383,1025.311092285202,2233.7420677859786,1525.311092285202,9,300002.9942,0;61;87;40;53;0;0;88;69;25;68;54;4;0;0;62;52;3;34;24;80;77;0;0;27;90;85;37;96;60;89;0;0;16;6;97;94;1;26;0;0;31;35;78;32;10;70;0;0;95;12;48;46;17;93;58;0;0;79;57;74;91;100;13;0;0;28;0,TabuSearch
47,pliki//100 lokacji//R101.txt,200,50,swap,False,2,54043,8565.117071092447,786.3447623864301,6492.427546319587,1286.34476238643,4744.942729479888,1122.8149446204266,1999.3128402390353,1622.8149446204266,8,300002.9454,0;69;28;16;46;48;17;93;0;0;61;79;3;54;24;77;0;0;62;6;68;80;26;0;0;85;94;40;88;1;89;0;0;90;57;37;96;60;13;58;0;0;95;27;12;74;97;91;100;0;0;87;32;10;4;25;0;0;31;52;53;78;34;35;70;0,TabuSearch
48,pliki//100 lokacji//R101.txt,200,50,swap,False,2,55042,8950.944815337833,832.9838563807537,6784.977102576325,1332.9838563807537,4852.648545951543,1118.3192651930358,2116.0100155654713,1618.319265193036,8,300005.4973,0;69;43;87;68;1;70;0;0;95;25;50;54;26;0;0;20;12;24;74;13;89;0;0;28;27;73;94;6;96;0;0;52;7;18;61;22;56;4;80;0;0;98;51;37;93;91;100;58;0;0;48;40;3;34;35;77;0;0;85;76;53;97;17;60;0,TabuSearch
48,pliki//100 lokacji//R101.txt,200,50,swap,False,2,55043,8950.944815337833,832.9838563807537,6784.977102576325,1332.9838563807537,4752.621329560767,1078.4637678112115,2095.6937939383442,1578.4637678112115,8,300009.1488,0;69;12;7;97;96;13;0;0;28;95;76;1;3;35;70;0;0;34;94;48;60;89;0;0;51;73;50;68;24;77;0;0;27;17;25;54;80;26;58;0;0;20;53;43;37;93;91;100;0;0;61;98;85;18;6;0;0;87;52;40;22;74;56;4;0,TabuSearch
49,pliki//100 lokacji//R101.txt,200,50,swap,False,2,56042,7749.074444884104,814.9490736719184,5679.176297540268,1254.9490736719183,3851.49382542106,957.9937779622857,1495.5062694964884,1397.9937779622858,7,300015.6304,0;95;62;97;96;60;17;89;0;0;48;81;26;0;0;69;2;22;43;37;91;93;100;0;0;52;28;88;74;13;0;0;76;57;10;32;1;70;0;0;40;27;6;94;53;3;24;54;0;0;12;30;56;55;4;25;58;0,TabuSearch
49,pliki//100 lokacji//R101.txt,200,50,swap,False,2,56043,7749.074444884104,814.9490736719184,5679.176297540268,1254.9490736719183,3862.433630096865,968.2000772916631,1486.0334755135386,1408.200077291663,7,300007.386,0;12;28;43;97;37;93;60;0;0;62;76;3;26;74;4;25;0;0;88;27;40;22;55;24;54;58;0;0;30;57;6;96;17;100;89;0;0;69;2;53;48;0;0;52;81;94;91;13;0;0;95;56;10;32;1;70;0,TabuSearch
0,pliki//100 lokacji//R201.txt,200,50,swap,False,2,7042,50015.18890207701,1167.375474782194,47010.43795251262,1837.3754747821943,34696.71369521999,1767.9170583028795,30490.87957861423,2437.9170583028795,10,300018.7934,0;45;55;64;80;41;7;74;24;3;25;56;4;0;0;72;22;76;52;83;84;96;0;0;75;92;99;30;69;21;73;58;0;0;54;68;12;0;0;90;88;8;26;89;40;53;0;0;85;93;0;0;59;28;95;94;0;0;15;46;29;43;17;78;6;100;91;57;70;1;50;77;0;0;5;62;31;27;0;0;11;97;16;60;18;13;0,TabuSearch
0,pliki//100 lokacji//R201.txt,200,50,swap,False,2,7043,50015.18890207701,1167.375474782194,47010.43795251262,1837.3754747821943,35170.291683566385,1707.338621246282,31085.614441073827,2377.3386212462815,10,300015.0417,0;72;75;77;76;97;96;0;0;5;13;94;0;0;59;85;0;0;43;11;78;8;73;56;40;41;57;58;53;0;0;64;29;16;100;60;93;99;6;0;0;25;46;15;17;90;22;70;3;91;74;55;54;24;80;0;0;92;12;30;69;1;50;26;0;0;68;4;21;52;0;0;62;31;89;27;0;0;45;83;28;95;84;88;7;18;0,TabuSearch
1,pliki//100 lokacji//R201.txt,200,50,swap,False,2,8042,54384.76775714335,1147.261358572394,51420.24503999856,1817.2613585723939,38535.03121112157,1685.2208036884424,34494.58960374469,2355.2208036884426,11,300021.1577,0;36;91;4;22;18;78;3;76;0;0;59;95;13;0;0;42;92;35;46;41;17;90;43;57;20;56;55;74;24;25;80;1;70;0;0;28;0;0;84;5;97;72;73;53;0;0;87;94;58;0;0;48;88;12;40;0;0;10;77;68;26;0;0;21;32;54;60;7;99;96;6;0;0;29;62;52;31;69;50;0;0;8;93;100;37;89;27;0,TabuSearch
1,pliki//100 lokacji//R201.txt,200,50,swap,False,2,8043,54384.76775714335,1147.261358572394,51420.24503999856,1817.2613585723939,39418.08732242197,1758.093856556803,35231.89960930836,2428.093856556803,11,300012.6069,0;68;29;50;89;97;53;0;0;72;87;91;94;0;0;4;5;37;21;40;0;0;48;28;27;0;0;22;26;77;80;12;0;0;59;92;0;0;41;35;42;90;43;76;56;70;20;3;74;55;25;24;1;0;0;31;93;95;0;0;36;78;57;32;7;73;84;18;60;17;46;8;0;0;62;54;69;100;96;99;6;0;0;10;88;52;13;58;0,TabuSearch
2,pliki//100 lokacji//R201.txt,200,50,swap,False,2,9042,49057.226327523866,1059.4375938362107,46328.35113985144,1669.437593836211,34634.53497644114,1570.901089517642,30882.73279740585,2180.901089517642,10,300006.9201,0;59;13;0;0;92;74;43;29;17;19;25;91;56;78;70;60;55;24;77;80;89;0;0;49;48;88;69;0;0;23;83;51;90;46;1;26;58;0;0;85;50;28;27;0;0;3;4;93;18;7;52;0;0;79;75;21;73;40;53;0;0;31;12;76;0;0;72;10;2;100;99;96;6;0;0;5;97;95;94;0,TabuSearch
2,pliki//100 lokacji//R201.txt,200,50,swap,False,2,9043,49057.226327523866,1059.4375938362107,46328.35113985144,1669.437593836211,34173.966758594484,1544.6146150927148,30474.737528409052,2154.6146150927143,10,300004.1396,0;49;88;13;53;0;0;92;90;29;46;25;10;91;55;78;17;56;4;24;80;77;70;1;0;0;79;43;100;21;40;58;0;0;31;27;0;0;19;52;26;3;51;50;69;0;0;59;12;28;0;0;5;23;75;74;73;2;0;0;83;85;99;96;89;0;0;72;7;97;76;93;60;6;0;0;48;18;95;94;0,TabuSearch
3,pliki//100 lokacji//R201.txt,200,50,swap,False,2,10042,54261.0249173852,1219.3154712688947,51142.393974847415,1899.3154712688947,39398.40664016144,1670.3003435761639,35377.80595300911,2350.300343576164,11,300007.6459,0;56;90;41;35;57;55;46;20;70;77;24;25;74;37;91;17;60;0;0;72;0;0;100;85;99;96;0;0;51;83;43;7;61;84;18;89;0;0;5;45;32;34;78;1;69;0;0;31;3;76;28;0;0;88;8;40;13;94;0;0;48;50;26;58;0;0;2;92;19;86;97;93;6;0;0;22;52;79;29;80;12;53;0;0;59;16;95;27;0,TabuSearch
3,pliki//100 lokacji//R201.txt,200,50,swap,False,2,10043,54261.0249173852,1219.3154712688947,51142.393974847415,1899.3154712688947,38179.464096139745,1905.1080790625765,33689.24793801459,2585.108079062576,10,300003.0237,0;45;86;27;69;7;88;52;0;0;34;2;70;84;8;100;6;22;53;0;0;31;93;99;94;0;0;46;56;43;20;41;51;78;90;97;24;77;1;37;91;60;0;0;16;48;83;61;0;0;72;40;13;58;0;0;92;5;12;50;19;18;96;0;0;32;29;3;76;28;0;0;35;95;25;17;79;57;55;74;80;26;0;0;59;85;89;0,TabuSearch
4,pliki//100 lokacji//R201.txt,200,50,swap,False,2,11042,56170.65962631592,1333.0582101436246,52824.54320602868,2013.0582101436246,42394.151820929925,1886.5843825443148,37940.983055841294,2566.584382544315,11,300015.1845,0;64;15;24;43;7;17;91;18;57;22;56;13;0;0;40;54;68;28;27;0;0;48;37;85;96;0;0;19;34;74;1;80;77;76;0;0;10;4;2;69;58;26;0;0;93;79;31;52;53;0;0;59;5;95;0;0;72;12;87;97;0;0;92;11;55;46;25;6;20;78;3;50;100;84;60;0;0;29;66;35;90;62;70;8;89;0;0;94;0,TabuSearch
4,pliki//100 lokacji//R201.txt,200,50,swap,False,2,11043,56170.65962631592,1333.0582101436246,52824.54320602868,2013.0582101436246,41548.00086154801,1803.5202167537443,37260.960428040526,2483.520216753744,11,300003.1174,0;34;46;15;35;64;25;17;70;24;55;80;74;43;91;89;0;0;11;54;100;37;18;7;6;40;0;0;93;85;94;0;0;62;4;84;2;78;20;90;1;50;0;0;5;79;77;76;28;0;0;52;10;31;27;0;0;72;68;12;26;0;0;92;19;48;60;96;97;53;0;0;87;95;13;58;0;0;56;8;69;66;29;3;22;57;0;0;59;0,TabuSearch
5,pliki//100 lokacji//R201.txt,200,50,swap,False,2,12042,52721.94677564175,1115.5955739272808,49820.755627787184,1785.5955739272806,39539.065477348624,1796.0123579756582,35277.040761397315,2466.012357975658,10,300002.5032,0;37;67;77;7;88;6;26;53;0;0;10;52;81;80;12;0;0;25;90;55;8;29;43;46;24;56;93;91;100;17;60;89;0;0;59;72;15;57;97;0;0;66;84;94;18;99;96;0;0;5;31;27;0;0;92;78;48;41;22;74;40;58;0;0;32;76;75;21;13;0;0;20;95;2;73;50;30;70;0;0;23;4;28;1;69;0,TabuSearch
